PMC,Mg_%,Al_%,Ca_%,Ti_%,Fe_%,Si_%,Mg_int,Al_int,Ca_int,Ti_int,Fe_int,Si_int,image_i,image_j
79,0.4788,0.0471,27.2652,0,0.037,0,34.8,12.9,61098,0,74.4,0,405.47,239.53
80,0.5774,0.0141,28.9792,0,0.0574,0,40.9,3.8,63260.7,0,112.5,0,405.43,237.22
81,0.2395,0.0046,24.986,0,0.1146,0,17.5,1.3,56619.6,0,231.6,0,405.38,234.91
82,0.1697,0.0256,26.6189,0,0.1584,0,11.9,6.9,58165.6,0,308.3,0,405.33,232.61
83,0.4042,0.0176,26.509,0.0125,0.1043,0,29.3,4.8,59330.2,16.4,209.1,0,405.28,230.31
84,0.4732,0.057,31.503,0,0.0897,0,30.9,14.1,63329.3,0,161.7,0,405.24,228.01
85,0.6306,0.0349,33.3417,0,0.0581,0,39.3,8.2,63831.6,0,100,0,405.19,225.71
86,0.3273,0.0364,28.2391,0,0.0211,0,24,10.2,63950.2,0,42.6,0,405.15,223.42
87,0.4739,0.0449,27.3125,0,0.0376,0,34.4,12.3,61175,0,75.6,0,405.1,221.14
88,0.5039,0.083,29.3928,0,0.0469,0,33.1,20.6,59574.2,0,85.3,0,405.05,218.85
89,0.662,0.0448,26.9931,0,0.0691,0,48.2,12.2,60523.5,0,139.9,0,405.01,216.57
90,0.3609,0.0402,27.6764,0,0.0772,0.0051,26.5,11.2,62920.7,0,157,4,404.96,214.3
91,0.2264,0.0066,27.2356,0,0.0669,0,17,1.9,63154.9,0,138.1,0,404.92,212.02
92,0.2961,0.0172,28.7543,0.0173,0.1272,0,20.9,4.7,62922.2,22.1,248.6,0,404.87,209.76
93,0.4196,0.0752,26.8994,0.0016,0.0758,0,30.5,20.7,60253.8,2.1,152.5,0,404.83,207.49
94,0.2288,0.053,28.7009,0,0.0831,0,15.4,13.7,59769.3,0,154.3,0,404.78,205.23
95,0.415,0.0123,28.8075,0,0.0527,0.0296,27.6,3.1,59070.4,0,96.8,21.2,404.73,202.97
96,0.5319,0.0566,28.2291,0,0.0481,0.0071,39,15.7,63687,0,97.7,5.6,404.69,200.72
97,0.2451,0.0395,29.2017,0,0.0586,0,17.4,10.7,63939.8,0,114.3,0,404.64,198.47
98,0.6119,0.0352,31.8297,0,0.0648,0.0197,38.8,8.4,62017.1,0,113.6,13.3,404.6,196.22
99,0.4588,0.045,29.8607,0,0.0787,0,31.9,11.8,63969.7,0,151.1,0,404.55,193.98
100,0.5233,0.0674,29.6098,0,0.0799,0.0015,36.6,17.8,63813.1,0,154.9,1.1,404.51,191.74
101,0.5859,0.0785,34.2466,0,0.0748,0,35.3,17.8,63436.3,0,124.5,0,404.46,189.5
102,0.7874,0.0657,31.5931,0,0.0628,0,50.6,15.8,62362.6,0,111.9,0,404.41,187.27
103,0.4114,0.0498,27.4429,0,0.0239,0.0081,29.9,13.7,61517.9,0,47.9,6.4,402.06,187.28
104,0.2915,0.0266,28.9871,0,0.0297,0,20.6,7.2,63185.5,0,57.9,0,402.1,189.51
105,0,0,21.1499,0,0.0295,0,0,0,62521.2,0,77.2,0,402.15,191.75
106,0.5101,0,29.1262,0,0.0515,0,36.1,0,63606.6,0,100.8,0,402.19,193.99
107,0.2445,0.0103,27.8712,0.0055,0.0304,0,18.1,2.9,63728.9,7.3,61.8,0,402.23,196.24
108,0.4836,0.03,29.1832,0,0.0359,0,34.3,8.1,63790.9,0,70.3,0,402.28,198.48
109,0.5458,0.0374,27.4764,0,0.042,0,39.7,10.3,61609.4,0,84.7,0,402.32,200.73
110,0.652,0.0329,31.3052,0,0.0748,0,42.7,8.1,63176.3,0,135.6,0,402.36,202.98
111,0.4268,0.0313,29.4223,0,0.0498,0.0053,29.3,8.2,62298.4,0,94.4,3.9,402.41,205.24
112,0.5184,0.0206,29.2624,0,0.0597,0,35,5.2,60915.3,0,111.4,0,402.45,207.5
113,0.4958,0.0664,23.6276,0,0.0783,0,32.4,16.4,47687.6,0,142.4,0,402.5,209.77
114,0.4831,0.0581,29.4586,0,0.1736,0,33,15,62191.1,0,329,0,402.54,212.04
115,0.525,0.0485,27.9638,0,0.1582,0.0088,36.1,12.6,59400.8,0,302.4,6.5,402.58,214.31
116,0.3286,0.0576,29.8512,0,0.14,0,22.3,14.9,62739.1,0,263.1,0,402.63,216.59
117,0.5264,0.0281,29.513,0,0.0571,0,36.7,7.4,63409.8,0,110.1,0,402.67,218.86
118,0.3118,0.0278,29.0666,0,0.0415,0.0034,22.2,7.6,63809.9,0,81.4,2.6,402.72,221.15
119,0.2907,0.0674,32.5965,0.003,0.0474,0,18.5,16.4,64091.7,3.4,83.2,0,402.76,223.43
120,0.4196,0.0456,30.4554,0,0.0614,0,28.6,11.8,64079.8,0,115.7,0,402.8,225.72
121,0.632,0.023,27.0761,0,0.0381,0,46,6.3,60693.4,0,76.9,0,402.85,228.02
122,0.1689,0.0018,28.3822,0.0013,0.0526,0.0065,12.3,0.5,63842.1,1.7,105.1,5.2,402.89,230.31
123,0.3648,0.0443,28.4189,0,0.0434,0.0187,26.3,12.2,63218.3,0,86.5,14.6,402.94,232.62
124,0.761,0.0895,31.7245,0,0.0674,0.0015,49.7,21.9,63547.8,0,122,1,402.98,234.92
125,0.6629,0.0529,30.3231,0,0.0286,0,45.2,13.6,63529,0,54,0,403.03,237.23
126,0.2402,0.056,28.5498,0,0.0439,0,17.3,15.4,63535.6,0,87.1,0,403.07,239.54
127,0.592,0.0605,31.4143,0,0.0658,0,39.1,15.1,63840.7,0,120.2,0,403.12,241.85
128,0.3934,0.0404,29.2046,0,0.0384,0,27.9,10.9,63921.1,0,75.1,0,403.16,244.18
129,0.5056,0.069,28.8586,0,0.0744,0,33.5,17.3,58915.6,0,136.5,0,403.21,246.5
130,0.3407,0,24.1531,0.0809,0.8589,0,23.7,0,53142,106.3,1702.5,0,403.25,248.82
131,0.4371,0.0748,23.0058,0.0954,1.1782,0,30,19.4,50388.4,126.8,2346.9,0,403.3,251.16
132,0.2193,0.029,25.095,0.0544,0.6319,0.0027,15.3,7.8,55194.1,70.8,1246.7,2.1,403.34,253.49
133,0.1637,3e-04,21.5966,0.0695,0.6408,0.0092,11.4,0.1,47801.4,91.2,1270.8,7,403.39,255.82
134,0.256,0.0467,23.9838,0.0643,0.7509,0,17.9,12.5,52998.5,84.6,1492.6,0,403.43,258.17
135,0.4705,0.0375,24.8865,0.0536,0.717,0,32.7,9.9,54397.3,69.9,1417.2,0,403.48,260.51
136,0.4469,0.039,26.3895,0.0397,0.4389,0,31.3,10.4,57710.1,51.3,863.8,0,403.52,262.86
137,0.3636,0.0367,23.1699,0.0494,0.6675,0.0128,25.4,9.7,51049.2,64.9,1326.6,9.6,403.57,265.21
138,0.3115,0.0201,22.6238,0.1392,1.3043,0.0049,21.2,5.2,49556.5,185.2,2587.6,3.6,403.62,267.57
139,0.3983,0.0215,24.351,0.0477,0.6136,0,28.2,5.8,54134.1,63.1,1229,0,403.66,269.93
140,0.2419,0.0271,22.6879,0.0772,0.6292,0.021,16.8,7.2,49837.6,100.7,1241.9,15.8,403.71,272.29
