PMC,Mg_%,Al_%,Ca_%,Ti_%,Fe_%,Si_%,Mg_int,Al_int,Ca_int,Ti_int,Fe_int,Si_int,image_i,image_j
2038,0.4877,0.0329,25.6732,0,0.4217,0,33.8,8.6,55460,0,820.9,0,355.04,221.38
2039,0.4997,0.101,26.3993,0.0557,0.4982,0,34.4,26.6,56792.5,71.2,967.8,0,355.05,223.67
2040,0.4551,0.0431,26.1432,0.0074,0.4786,0,31.7,11.4,56840.9,9.6,938.1,0,355.05,225.96
2041,0.2137,0.0423,26.2329,0.0081,0.3833,0.01,15.1,11.5,58004.3,10.5,758.4,7.7,355.06,228.25
2042,0.6834,0.0893,27.0044,0.0358,0.2024,0,44.9,22,54770.3,43,371.9,0,355.07,230.55
2043,0.3991,0.0339,25.7732,0.0595,0.6533,0,28,9,56815,78,1297.8,0,355.07,232.85
2044,0.3425,0.0424,26.5044,0.0281,0.3501,0,24,11.3,57851.3,36.1,685.7,0,355.08,235.15
2045,0.3361,0.0542,25.561,0.0469,0.5122,0,23.6,14.5,56098.4,60.9,1010.8,0,355.09,237.46
2046,0.4075,0.0438,24.7398,0.0506,0.6464,0,28.3,11.6,53974.8,65.7,1273,0,355.09,239.77
2047,0.1806,0.0269,22.0884,0.0695,0.6437,0,12.5,7.2,48440.2,90.4,1266,0,355.1,242.09
2048,0.4687,0.0297,23.2551,0.0946,0.8768,0,32.4,7.8,50887,124.5,1738.1,0,355.11,244.4
2049,0.3459,0,20.856,0.1139,1.364,0.0376,23.5,0,45860.5,153.2,2729.7,27.6,355.12,246.73
2050,0.4757,0.0642,25.634,0.341,0.5106,0.0125,33.2,17,56182.7,447,1008.3,9.4,355.12,249.05
2051,0.3181,0.0097,23.5885,0.0056,0.1414,0.0193,22.6,2.6,52068.6,7.2,279.5,14.9,355.13,251.38
2052,0.4981,0.0483,25.6776,0,0.0986,0,36.2,13.3,57595.3,0,199.1,0,355.14,253.72
2053,0.3139,0.0185,28.2139,0,0.1003,0,22.5,5.1,62579.6,0,198.6,0,355.14,256.06
2054,0.7383,0.0707,29.5433,0.0287,0.2285,0,47.5,17,58663.7,33.7,410.4,0,355.15,258.39
2055,0.24,0.031,23.9238,0.0564,1.0687,0.0157,16.5,8.1,52325.1,74,2109.8,11.7,355.16,260.75
2056,0.4833,0.0105,23.5784,0.0825,0.7815,0.0095,34,2.8,52365.8,109.9,1570.9,7.2,355.16,263.08
2057,0.1882,0.0491,25.3202,0.0648,0.5976,0.0298,13.2,13.2,55640.4,84.3,1178.1,22.7,355.17,265.45
2058,0.5167,0.0391,26.9271,0.0456,0.4472,0.0046,36.3,10.4,58987.8,59.2,884.2,3.5,355.18,267.79
2059,0.4269,0.0581,27.7776,0.0317,0.5249,0,29.6,15.3,60188.9,40.7,1023.6,0,355.19,270.16
2060,0.4483,0.0307,26.3628,0.127,0.5747,0.0161,31,8.1,57147.4,163.9,1122.9,12,355.19,272.53
2061,0.5055,0.0401,27.3195,0.064,0.5109,0,35.5,10.6,59961.8,83.4,1010.9,0,355.2,274.88
2062,0.4179,0.0612,28.1593,0.0732,0.4104,0,29.1,16.1,60957.5,93.6,798.7,0,355.21,277.25
2063,0.208,0.0822,25.8702,0.0516,0.3317,0.0017,14.6,22.1,56714.9,66.5,650.4,1.3,355.21,279.64
2064,0.3791,0.0253,26.2522,0.0394,0.3314,0,26.4,6.7,56895.6,50.3,644.4,0,355.22,282.02
2065,0.5648,0.0165,25.5818,0.0144,0.4583,0,40.2,4.4,56734.7,19,917.7,0,355.23,284.4
2066,0.4293,0.0395,23.1818,0.0896,0.912,0,29.9,10.4,51285.1,119.2,1827.1,0,355.23,286.77
2067,0.4241,0.0604,26.5308,0,0.3599,0.0043,29.6,16,57655.5,0,703.6,3.3,355.24,289.16
2068,0.4686,0.0137,26.0055,0.0218,0.4346,0,32.7,3.6,56683.8,28.1,852.8,0,355.24,291.55
2069,0.4379,0.0642,25.6498,0.03,0.1711,0,31.7,17.6,57548.7,39.6,345.2,0,355.27,294.01
2070,0.4474,0,23.1287,0.0499,0.8793,0.024,31.3,0,51323.1,66.5,1766.6,18,355.41,296.52
2071,0.504,0,23.7964,0.1003,0.8246,0.0204,34.9,0,52018.9,131.9,1633,15.1,355.42,298.62
2072,0.3507,0,23.273,0.093,0.8088,0,24.2,0,50958.9,121.6,1595.6,0,355.29,301.14
2073,0.5491,0.0222,23.3506,0.0627,0.8122,0.0071,38.3,5.8,51352,82.9,1622.2,5.3,355.28,303.62
2074,0.3696,0.0632,24.5167,0.078,0.6168,0.0103,26,16.9,54262.3,102.7,1231.2,7.8,355.29,306.02
2075,0.4927,0.0549,25.587,0.0714,0.5099,0.009,34.3,14.4,55664.6,92.3,1001.5,6.7,355.3,308.45
2076,0.5476,0.0165,25.7009,0.0393,0.484,0,38.6,4.4,56551.7,51.4,961.5,0,355.31,310.86
2077,0.4928,0,26.629,0.0418,0.3848,0,33.9,0,57142.9,53,742.5,0,355.31,313.28
2078,0.511,0.0509,24.4584,0.012,0.3533,0.0029,35.3,13.2,52573,15.3,685.5,2.1,355.32,315.72
2079,0.3453,0.0228,25.4528,0.0085,0.5495,0.0117,24,6,55310.3,10.9,1074,8.7,355.33,318.17
2080,0.3259,0.0447,23.5192,0.0613,0.8233,0.0156,22.5,11.8,51461.9,80.2,1627.5,11.6,355.33,320.61
2081,0.3254,0.01,21.9468,0.1111,1.126,0,22.4,2.6,48470.2,148.4,2249.7,0,355.34,323.03
2082,0.3838,0.0185,23.5097,0.0362,0.7202,0.0211,26.9,4.9,51874.3,47.7,1435.5,15.9,355.35,325.49
2083,0.3184,0.0105,22.2484,0.1006,1.0722,0,21.8,2.7,48773.8,133.1,2124.1,0,355.36,327.96
2084,0.2919,0.0474,24.3439,0,0.3735,0,20.4,12.7,53195.8,0,731.9,0,355.36,330.4
2085,0.3151,0.038,25.1828,0.0331,0.5875,0,21.9,10.1,55041.6,42.8,1154.2,0,355.37,332.88
2086,0.3152,0.0385,24.6862,0.0108,0.1966,0.0035,21.8,10.1,52992.1,13.6,378,2.6,355.38,335.32
2087,0.3855,0.0256,27.3234,0.0191,0.1882,0,26.7,6.8,58752.1,24,362.3,0,355.39,337.81
2088,0.617,0.0367,27.6234,0,0.2006,0.0045,43.5,9.7,60284.8,0,394.6,3.4,355.39,340.27
2089,0.3381,0.0402,22.5512,0.0834,0.7628,0.0175,23.5,10.6,49657.7,109.9,1516.6,13.1,355.4,342.75
2090,0.1512,0.0578,21.636,0.4037,1.2608,0.0309,10.4,15.2,47983.9,546.4,2523.9,23.1,355.41,345.23
2091,0.3087,0.0516,17.8157,0.2111,2.2924,0.034,20.3,12.9,39395.9,297.6,4679.7,24.1,355.41,347.72
2092,0.2776,0.0437,13.8919,0.3157,2.9406,0.0635,17.8,10.6,31138.7,474.1,6182.6,43.7,355.42,350.21
2093,0.3344,0.009,13.9026,0.2867,2.8461,0.0358,21.5,2.2,31138.9,427.9,5968.9,24.7,355.43,352.71
2094,0.2973,0.0514,14.4168,0.3332,3.1845,0.0455,18.8,12.4,32086.7,498.7,6651.3,30.9,355.44,355.2
2095,0.2499,0.0241,17.0433,0.2629,2.1603,0.0633,16.6,6.1,38006,373.7,4438.8,45.4,355.44,357.7
2096,0.506,0.0878,14.7381,0.3028,2.725,0.0676,32.7,21.2,32724.3,448.6,5711.6,46.1,355.45,360.21
2097,0.2006,0.0686,14.6228,0.4691,2.8801,0.0424,12.9,16.8,32683.3,697.4,5989.6,29.3,355.46,362.73
2098,0.4754,0.0159,22.8999,0.4239,0.9368,0.0187,33.2,4.2,50950.6,573.3,1886.8,14,355.47,365.24
2099,0.543,0.0876,19.7874,0,0.3557,0.0138,38.4,23.2,43452,0,712.4,10.3,355.47,367.75
2100,0.1851,0.0163,24.0653,0.0649,0.9399,0.0139,12.7,4.3,52650.8,84.7,1849.6,10.4,355.48,370.27
2101,0.411,0.0132,23.0177,0.1132,0.9752,0,28.3,3.4,50384,149.4,1932.1,0,355.49,372.8
2102,0.33,0.0218,23.3006,0.0542,0.8175,0.0125,22.9,5.8,51246,71.3,1623.8,9.4,355.5,375.33
2103,0.5352,0.0542,23.8668,0.041,0.5571,0.0286,38,14.5,53002.9,54.5,1122.6,21.6,355.5,377.87
2104,0.1626,0.0016,22.0381,0.0332,0.4949,0.0123,11.4,0.4,48627.6,43.1,976.7,9.4,355.51,380.4
2105,0.2719,0.0388,23.7923,0.0063,0.417,0.0023,19.1,10.4,52285.2,8.1,821.7,1.7,355.52,382.95
2106,0.2492,0.0348,24.0714,0.006,0.3387,0.0347,17.8,9.5,53830.1,8,679.1,26.9,355.53,385.5
2107,0.6385,0.0506,27.566,0.046,0.2953,0,43.4,12.9,57992.3,57.3,561.3,0,355.53,388.05
2108,0.3494,0.0217,27.7415,0,0.2152,0,24.2,5.7,59671.9,0,414.4,0,355.54,390.6
2109,0.3399,0.0305,23.8672,0,0.2793,0.0017,23.9,8.2,52203.8,0,548.4,1.3,355.55,393.16
2110,0.5159,0,23.478,0.0625,0.8796,0.0095,36,0,51786.4,82.8,1759.6,7.1,355.56,395.73
2111,0.2913,0.048,24.8336,0.0888,0.5963,0,20.3,12.8,54427.9,115.5,1174.3,0,355.57,398.3
2112,0.2102,0.0334,21.7036,0.1848,1.6946,0.0079,14.1,8.6,47617.1,249.2,3374.5,5.8,355.57,400.88
2113,0.3075,0.0415,22.2471,0.0515,0.8285,0.0057,21.4,11,49097.8,68,1650.4,4.3,355.58,403.45
2114,0.4241,0.0554,28.3246,0.0086,0.1445,0.0142,29.3,14.5,60516.3,10.7,277.2,10.5,355.59,406.03
2115,0.3367,0.0856,28.4041,0,0.1421,0,23.3,22.6,60880.4,0,272.9,0,355.6,408.62
2116,0.2904,0.0034,26.9208,0.0079,0.2736,0.0031,20.3,0.9,58503.3,10.1,531.6,2.3,355.6,411.21
2117,0.3184,0.0302,24.6564,0,0.1219,0,22.4,8.1,53827.7,0,238,0,355.61,413.8
2118,0.4034,0.011,25.9652,0.0021,0.1,0,29.2,3,58200.2,2.7,200.9,0,355.62,416.41
2119,0.6223,0.0451,26.1634,0,0.1105,9e-04,45.3,12.3,58703.1,0,223.9,0.7,353.08,416.42
2120,0.5726,0.0502,27.677,0.0072,0.2133,0.0089,40.3,13.3,60173.3,9.2,418.1,6.7,353.07,413.82
2121,0.3536,0.0117,26.6135,0.0265,0.546,0,24.9,3.1,58636.5,34.5,1079.5,0,353.06,411.22
2122,0.3571,0.051,27.6659,0,0.0819,0.0128,24.3,13.2,58178.9,0,154.3,9.4,353.06,408.63
2123,0.2803,0.0502,24.3094,0.0335,0.4328,0,19.6,13.4,53191.4,43.3,850.3,0,353.05,406.05
2124,0.2547,0.0234,19.1267,0.1005,1.4301,0.0138,17.3,6.1,42364.4,136.5,2880.9,10.2,353.05,403.46
2125,0.3068,0.025,20.7174,0.1645,1.2876,0.0116,21.1,6.5,45887.9,222.5,2588.8,8.6,353.04,400.88
2126,0.6033,0.0344,23.4808,0.0863,0.8574,0.0088,41.9,9,51501.5,114.2,1711.1,6.5,353.04,398.31
2127,0.3224,0.0499,24.7352,0,0.1489,0.002,22.9,13.5,54494.3,0,293.8,1.5,353.03,395.74
2128,0.3455,0.0223,26.8275,0.006,0.356,0.0055,24,5.9,58086.1,7.6,691.4,4.1,353.03,393.18
2129,0.378,0.0113,21.05,0.0362,0.5942,0.0382,26.4,3,46208.4,47.5,1179.5,28.7,353.02,390.61
2130,0.4088,0.0071,22.5634,0.0236,0.6482,0.0134,28.5,1.9,49435.3,30.8,1283.1,10,353.01,388.06
2131,0.2384,0.0303,23.2046,0.0256,0.5079,0,16.6,8.1,50727.7,33.1,995.5,0,353.01,385.51
2132,0.2907,0,23.9805,0.0257,0.6223,0.0188,20.7,0,53873.7,34.2,1256.7,14.5,353,382.96
2133,0.3676,0.0507,22.3585,0.0379,0.4355,0.0183,25.9,13.5,49290.8,49.6,865.6,13.9,353,380.41
2134,0.2745,6e-04,21.7906,0.0357,0.4909,0.0144,19.2,0.2,47813.7,46.3,967.4,10.9,352.99,377.87
2135,0.2294,0.0125,23.2849,0.0423,0.6107,0.0012,16.1,3.4,51571.6,55.4,1213.8,0.9,352.99,375.34
2136,0.3286,0,23.4944,0.0263,0.5231,0.0067,22.9,0,51351.2,34.1,1027.8,5.1,352.98,372.82
2137,0.5422,0.0245,24.4216,0.0443,0.6998,0.0143,38,6.5,53740.7,58.3,1395.5,10.7,352.98,370.28
2138,0.4002,0.0138,26.1294,0,0.4664,0,28.1,3.7,57207.3,0,918.1,0,352.97,367.76
2139,0.5602,0.0798,26.3618,0,0.4603,6e-04,39,20.9,57098.2,0,902.1,0.5,352.97,365.24
2140,0.5532,0.009,16.0943,0.2367,2.3474,0.0964,36.5,2.2,35741.5,342.5,4885.3,67.3,352.96,362.72
2141,0.3402,0.0213,14.5052,0.2574,2.4197,0.08,22.1,5.2,32254,375.3,5029.1,55.8,352.96,360.21
2142,0.2469,0.0474,14.493,0.3014,2.6083,0.0517,16,11.7,32321.8,442.2,5418,36,352.95,357.71
2143,0.1781,0,13.7609,0.3864,3.2025,0.057,11.2,0,30682.4,580.4,6668.4,38.9,352.94,355.21
2144,0.3767,0.0066,15.9456,0.2282,2.6001,0.025,24.4,1.6,35273.7,328.5,5349.9,17.4,352.94,352.72
2145,0.201,0.0609,17.6036,0.2286,2.0046,0.0455,13.3,15.5,38949.2,319.3,4072,32.7,352.93,350.22
2146,0.4338,0.0498,18.3673,0.1787,1.993,0.021,29.1,12.6,40843.2,251.1,4089.5,15,352.93,347.73
2147,0.2598,0,21.6623,0.1693,1.2022,0.0055,17.9,0,47914.9,226.9,2401.8,4.1,352.92,345.25
2148,0.4353,0.0297,22.3718,0.0499,0.5948,0.0035,30.3,7.8,49055.6,65.3,1178.6,2.7,352.92,342.77
2149,0.3453,0.0281,24.3544,0.1007,0.7593,0,24,7.4,53471.4,132,1501.2,0,352.91,340.28
2150,0.274,0.0572,23.6466,0.0589,0.9428,0.02,18.9,15.1,51881.4,77.5,1868.2,14.9,352.91,337.81
2151,0.2942,0.0287,24.6239,0.0453,0.7288,0.0012,20.4,7.6,53739.9,58.8,1431,0.9,352.9,335.34
2152,0.3366,0.0521,24.5401,0.0375,0.6677,0.0293,23.5,13.8,53866.8,49,1321.2,22,352.9,332.87
2153,0.3576,0.0281,23.1795,0.0297,0.3733,0.0028,25.4,7.6,51432.9,38.9,744.4,2.1,352.89,330.41
2154,0.4416,0.0294,22.0011,0.0884,1.0546,0,30.6,7.7,48662.9,118.2,2118.1,0,352.89,327.96
2155,0.2702,0.0306,21.371,0.0556,0.7169,0.0063,18.8,8.1,47181,73.2,1425.7,4.7,352.88,325.51
2156,0.3426,0.0393,23.0866,0.0571,0.7778,0,24,10.5,51148.3,75.5,1555,0,352.88,323.05
2157,0.3705,0.0354,22.2924,0.118,0.9816,0.0161,25.7,9.3,49217.7,157.4,1963.4,12,352.87,320.62
2158,0.3806,0.0627,24.0913,0.0379,0.7024,0.02,26.3,16.4,52414.1,49.3,1380.7,14.9,352.87,318.17
2159,0.2479,0.0667,23.3967,0.0426,0.3567,0.0066,17.6,18.1,52015.9,55.9,711,5.1,352.86,315.72
2160,0.1585,0,26.216,0.035,0.4135,0,11,0,57002.2,44.6,802.9,0,352.85,313.3
2161,0.447,0.0298,26.1662,0.0428,0.4587,0,31.1,7.9,56977.7,55.1,898.4,0,352.85,310.88
2162,0.3458,0.0469,25.5537,0.067,0.3399,0.0065,24.2,12.5,55754.2,86.2,665.3,4.9,352.85,308.44
2163,0.5537,0.0228,24.2616,0.0819,0.7117,0,38.7,6,53331.6,107.8,1417,0,352.83,306.05
2164,0.3477,0.065,23.2382,0.0686,0.8457,0.0099,24.1,17.1,50958.2,90.2,1676.7,7.4,352.85,303.58
2165,0.4263,0.0464,23.2378,0.1084,0.8185,0.0161,29.5,12.2,50975.8,142.9,1625.1,11.9,352.83,301.19
2166,0.3563,0.0276,23.9469,0.0671,0.6656,0,24.9,7.3,52799.3,88.1,1321.4,0,352.87,298.77
2167,0.2755,0.0152,21.6307,0.1462,1.2598,0,18.9,4,47749.4,195.9,2515.7,0,352.86,296.39
2168,0.3424,0.0278,23.2743,0.1161,0.9474,0.0089,23.9,7.4,51598.2,154.8,1897.2,6.7,352.82,293.98
2169,0.179,0.0618,22.7404,0.0875,0.9564,0.0217,12.4,16.5,50323.8,116.1,1908.5,16.4,352.82,291.6
2170,0.3976,0.0049,24.3274,0.0282,0.7933,0,27.3,1.3,52760.8,36.5,1552.1,0,352.79,289.16
2171,0.3952,0,24.0916,0.1214,0.9278,0,27.2,0,52624,159.3,1830.3,0,352.8,286.81
2172,0.2659,0.0746,24.8922,0.0613,0.6543,0.0119,18.5,19.9,54546.9,79.8,1289.7,8.9,352.79,284.4
2173,0.1542,0.0137,25.475,0.086,0.4012,0,10.9,3.7,56585.1,112.2,795,0,352.79,282.02
2174,0.4451,0.0324,27.3189,0.0832,0.4658,0.0077,31.6,8.7,60540.6,109.2,928.8,5.9,352.79,279.66
2175,0.3718,0.0149,27.6971,0.0232,0.4603,0,25.8,3.9,59917.3,29.6,893.6,0,352.78,277.28
2176,0.3258,0.0427,27.1034,0.0653,0.5561,0,22.9,11.4,59513.9,84.8,1096.4,0,352.77,274.89
2177,0.2315,0.0538,27.0104,0.088,0.5827,0,16.3,14.5,59572,114.7,1151.1,0,352.77,272.54
2178,0.5581,0.0457,27.809,0.0729,0.6096,0,38.8,12,60458.9,94.3,1196.6,0,352.76,270.17
2179,0.4381,0,25.7463,0.0487,0.4801,0,30.5,0,56086.8,62.8,940,0,352.76,267.81
2180,0.1772,0.032,20.8343,0.0481,0.4068,0.0597,12.4,8.6,45813.1,62.5,803.7,45.6,352.75,265.46
2181,0.3529,0.0216,24.8897,0.019,0.566,0.0321,24.4,5.7,53915.8,24.4,1104.5,24,352.75,263.1
2182,0.2648,0.0114,22.9421,0.1126,1.0702,0.0038,18.3,3,50665.5,149.7,2132.6,2.8,352.74,260.76
2183,0.2719,0.0602,26.2298,0.0329,0.5239,0.0033,18.8,15.9,56751.5,42.1,1017.9,2.5,352.74,258.41
2184,0.5136,0.0459,29.305,0,0.0357,0,33,11.1,58079.3,0,63.5,0,352.73,256.07
2185,0.5554,0.0261,26.3105,0,0.0366,0.0076,40.5,7.2,59022.2,0,74,5.9,352.73,253.72
2186,0.3558,0.0448,27.0907,0,0.3524,0.0014,24.4,11.7,57678,0,673.4,1,352.72,251.39
2187,0.3388,0.0857,22.1899,0.0565,0.479,5e-04,23.8,22.9,48895.9,74,951.7,0.4,352.72,249.07
2188,0.3674,0.0273,23.8309,0.0892,0.78,0.0158,25.5,7.2,52325.6,117.1,1547,11.8,352.71,246.74
2189,0.5237,0.026,23.952,0.057,0.8162,0.0217,36.4,6.8,52444.2,75,1622.2,16.1,352.71,244.41
2190,0.4385,0,23.9988,0,0.4346,0,31.2,0,53465.5,0,871.3,0,352.7,242.1
2191,0.2389,0.0046,22.6216,0.0328,0.5098,0.0028,16.6,1.2,49460.8,42.4,999.2,2.1,352.7,239.79
2192,0.4066,0.0539,25.2473,0.048,0.556,0.0119,28.9,14.5,56211.2,63.5,1116.6,9.1,352.69,237.48
2193,0.3429,0.0285,23.36,0.0145,0.3319,0,23.7,7.5,50333.2,18.5,642.1,0,352.69,235.17
2194,0.5083,0.0098,23.7892,0.1188,1.0803,0.0058,35.2,2.6,52520.3,158.7,2164.7,4.3,352.68,232.86
2195,0.2847,0.0095,25.4859,0.1137,0.5568,0.0146,19.7,2.5,55502.5,146.7,1087.6,11,352.68,230.56
2196,0.1519,0.0238,21.3045,0.0588,0.6502,0.0032,10.5,6.4,46853.2,76.7,1281.9,2.4,352.67,228.26
2197,0.2447,0,21.8177,0.063,0.6403,0.0161,17.1,0,48292.6,82.8,1272.9,12.2,352.67,225.96
2198,0.4309,0.0287,24.4495,0.0443,0.439,0.0187,30.5,7.7,54030.5,58,874.6,14.2,352.66,223.68
2199,0.3498,0.0189,25.8988,0.0637,0.3899,0.0091,24.8,5.1,57337.3,83.2,774.7,7,352.66,221.4
2200,0.1623,0.0344,25.5373,0.0134,0.4765,0.004,11.5,9.3,56542.9,17.4,942.5,3.1,352.65,219.11
2201,0.4872,0.0175,25.0913,0,0.6803,0.0058,33.9,4.6,54765.4,0,1342,4.4,352.65,216.83
2202,0.337,0,26.0618,0,0.5022,0,23.6,0,57113.9,0,988.1,0,352.64,214.55
2203,0.3349,0.0205,27.3781,0,0.0534,0,24.7,5.7,62247.4,0,108.4,0,352.64,212.28
2204,0.2533,0.0228,29.0192,0,0.0267,0,17.9,6.2,63281.8,0,51.8,0,352.63,210.02
2205,0.4168,0.0486,31.0195,0,0.0351,0,27.4,12.1,62747.9,0,63.6,0,352.63,207.75
2206,0.3901,0.0621,26.8493,0,0.0234,0,28.4,17.1,60180.2,0,47,0,352.62,205.49
2207,0.65,0.0845,26.491,0,0.0205,0.0199,47.5,23.1,59453.5,0,41.5,15.4,352.62,203.23
2208,0.481,0.046,26.5594,0,0.0111,0,35,12.6,59527.5,0,22.3,0,352.61,200.98
2209,0.5351,0.0677,28.7917,0,0.0353,0,37.6,18,62260.3,0,68.7,0,352.61,198.73
2210,0.2382,0.0895,29.065,0,0.0304,0.0065,16.8,24.1,63137.8,0,59,5,352.6,196.48
2211,0.68,0.0874,37.4242,0,0.0546,0,37.4,18.1,63123.8,0,82.8,0,352.6,194.23
2212,0.3967,0.1,27.4372,0.02,0.0319,0.005,29.5,28.6,62897.9,26.9,65.6,4,352.59,191.99
2213,0.4448,0.0267,28.4006,0,0.0305,0.0026,32.2,7.3,63450.9,0,61,2,352.59,189.76
2214,0.4151,0.026,28.9302,0,0.0263,0,29.3,7,63028.4,0,51.2,0,352.58,187.53
2215,0.4638,0.0619,28.8679,0,0.0411,0,29.3,14.8,56187.9,0,71.8,0,350.23,187.54
2216,0.4156,0.0358,26.893,0,0.0547,0,30.2,9.9,60316.8,0,110,0,350.23,189.77
2217,0.2898,0.032,27.9491,0,0.0642,0,21.2,8.9,63061.3,0,129.3,0,350.23,192.01
2218,0.6352,0.1111,33.9533,0,0.0448,0,38.2,25.5,62641.8,0,74.4,0,350.24,194.25
2219,0.5106,0.0844,29.4889,0.0051,0.0128,0,35.5,22.2,63026.7,6.4,24.5,0,350.24,196.49
2220,0.6742,0.0403,33.3968,0,0.0653,0,41.5,9.3,63113.5,0,110.9,0,350.24,198.74
2221,0.4487,0.0604,29.1241,0,0.0219,0.008,31.7,16.2,63294.7,0,42.7,6.1,350.25,200.99
2222,0.4848,0.0392,31.2096,0,0.0268,0,31.6,9.7,62633.8,0,48.2,0,350.25,203.25
2223,0.406,0.0373,28.9109,0,0.0277,0,28.7,10,63090.6,0,54.1,0,350.25,205.5
2224,0.7527,0.0857,31.1045,0,0.1204,0,44.9,19.1,56968,0,199.3,0,350.26,207.76
2225,0.1352,0.0538,25.4756,0,0.0127,0.0059,10.9,16.7,63359.6,0,28.1,5.1,350.26,210.03
2226,0.4278,0.0525,29.771,0,0.0356,0,29.6,13.8,63381,0,68,0,350.26,212.3
2227,0.3656,0.0525,25.9255,0,0.0729,0,26.5,14.5,58069.6,0,146.2,0,350.26,214.57
2228,0.3187,0.0399,26.2113,0.0743,0.4499,0.004,22.1,10.6,56897.5,95.2,875.7,3,350.27,216.84
2229,0.4444,0.0082,24.9419,0.0259,0.39,0,31.6,2.2,55392.8,34,778.8,0,350.27,219.12
2230,0.3538,0.0425,26.4808,0.0462,0.359,0,24.8,11.3,57894.1,59.5,704.4,0,350.27,221.4
2231,0.4917,0,24.7233,0,0.2853,0.0028,34.3,0,53677.8,0,557.4,2.1,350.28,223.7
2232,0.3488,0.0305,24.9124,0.0466,0.6657,0.0189,24.3,8.1,54573.2,60.7,1313.5,14.2,350.28,225.98
2233,0.4062,0.0464,24.7676,0.0569,0.7148,0.0106,28.3,12.3,54393.8,74.6,1418,8,350.28,228.27
2234,0.3265,0.0239,25.7927,0,0.4985,0,22.5,6.3,55678.5,0,966.1,0,350.29,230.57
2235,0.1975,0.0229,22.3714,0.0324,0.4837,0.0036,13.7,6.1,48642.5,41.6,942.1,2.7,350.29,232.88
2236,0.4238,0.031,26.7256,0,0.3362,0,29.9,8.3,58750,0,663.6,0,350.29,235.18
2237,0.5707,0.0303,26.8011,0,0.3735,0.0122,40,8,58346.8,0,734.2,9.2,350.3,237.48
2238,0.3763,0,26.068,0.052,0.5307,0,26.3,0,57173.5,67.4,1045,0,350.3,239.79
2239,0.3397,0,25.4309,0.0153,0.4919,0,24,0,56194.2,19.9,975,0,350.3,242.1
2240,0.2259,0.0458,23.7518,0.0653,0.8622,0.0192,15.8,12.3,52616.4,86.4,1721,14.6,350.3,244.42
2241,0.4159,0.0624,24.0711,0.0417,0.6832,0.0129,29.1,16.5,52916.8,54.7,1358.2,9.6,350.31,246.75
2242,0.487,0.0557,25.2134,0.0143,0.5919,0,34.3,14.8,55646.7,18.8,1181.1,0,350.31,249.08
2243,0.2537,0.0357,27.4907,0,0.3199,0,17.5,9.5,59226.1,0,616.1,0,350.31,251.41
2244,0.3614,0.0538,28.91,0,0.038,0,25.5,14.5,63010.4,0,74,0,350.32,253.75
2245,0.3934,0.0224,28.9593,0,0.0266,0,27.8,6,63104.3,0,51.9,0,350.32,256.08
2246,0.2695,0,26.0705,0.0563,0.3577,0,19.1,0,57618.3,73,706.7,0,350.32,258.43
2247,0.4108,0.0531,22.2545,0.0839,1.3236,0.0346,28.3,13.8,49148.6,113.1,2665.6,25.5,350.33,260.76
2248,0.5059,0.0254,25.7147,0.0156,0.517,0.0053,35.3,6.7,56080.8,20.2,1017.8,4,350.33,263.12
2249,0.3251,0.0224,26.3707,0.0978,0.4655,0,22.8,6,57855.4,126.8,915.5,0,350.33,265.46
2250,0.5526,0,26.8931,0.092,0.5215,0.0034,38.7,0,58859.1,119.6,1029.3,2.6,350.34,267.83
2251,0.403,0.0581,27.8326,0.0635,0.6107,0.0156,27.8,15.3,60176.9,81.5,1189.2,11.6,350.34,270.19
2252,0.2352,0.0149,24.7183,0.07,0.4696,0,16.4,4,54003.3,90.1,918.2,0,350.34,272.56
2253,0.4876,0.0468,27.6514,0.0438,0.659,0.0045,33.6,12.2,59647.3,56.2,1283.2,3.3,350.35,274.93
2254,0.4113,0.0802,25.4418,0.0322,0.4302,7e-04,28.9,21.4,55747.9,41.8,849.6,0.6,350.35,277.28
2255,0.4558,0.0512,27.4274,0.058,0.4837,0.0109,31.6,13.5,59368.6,74.4,943.3,8.1,350.35,279.66
2256,0.4569,0.0591,27.6234,0.0805,0.4687,0.0139,31.4,15.4,59258.9,102.4,905.8,10.3,350.36,282.04
2257,0.4804,0.0995,24.513,0.0778,0.6259,0.0161,34.1,27,54474,103.4,1261.1,12.2,350.35,284.39
2258,0.4578,0.0647,21.4018,0.0556,0.8223,0.0192,31.2,16.7,46253.7,72.5,1615.7,14,350.35,286.79
2259,0.2021,0.062,25.6464,0.0279,0.4983,0,14.1,16.6,56253.9,36,979,0,350.36,289.19
2260,0.3285,0.0386,23.032,0.0179,0.614,0,23,10.3,50728.6,23.4,1217.8,0,350.36,291.58
2261,0.3883,0.0371,23.8701,0.0715,0.784,0,26.8,9.7,52091.4,93.3,1545.2,0,350.4,294
2262,0.3716,0.0293,20.8946,0.1582,1.3051,0,25.7,7.7,46663.6,216,2649.1,0,350.35,296.39
2263,0.3459,0.0168,22.4587,0.0842,0.9751,0.0057,23.7,4.4,49066.7,110.6,1926.9,4.2,350.36,298.8
2264,0.2985,0.0476,23.2471,0.0772,0.7912,0,20.9,12.7,51473.8,102.1,1578.4,0,350.41,301.19
