PMC,Mg,Al,Ca,Ti,Fe,Si,image_i,image_j
3606,0.6586,0.0063,26.8022,0.0,0.1726,0.0037,316.15,296.55
3607,0.4359,0.053,27.1534,0.0,0.1675,0.0,316.12,298.95
3608,0.4443,0.0519,26.077,0.0271,0.239,0.0007,316.11,301.36
3609,0.4043,0.0526,27.24,0.0,0.2152,0.0,316.09,303.77
3610,0.4663,0.0477,26.8812,0.0,0.1188,0.0,316.05,306.19
3611,0.2436,0.0336,24.985,0.0,0.2098,0.0019,316.04,308.61
3612,0.3258,0.0484,23.7447,0.0189,0.2575,0.002,316.0,311.04
3613,0.2544,0.0861,24.1684,0.1199,0.8246,0.0,315.98,313.47
3614,0.3179,0.0774,20.7736,0.0745,0.4968,0.0,315.96,315.9
3615,0.3684,0.0078,23.2745,0.029,0.7901,0.0059,315.93,318.34
3616,0.5102,0.0222,21.4182,0.0855,1.4353,0.0,315.9,320.78
3617,0.3119,0.0422,23.5635,0.0651,0.8881,0.0082,315.88,323.23
3618,0.43,0.0,26.6404,0.0145,0.4064,0.0,315.86,325.67
3619,0.2377,0.0,25.0975,0.0579,0.5787,0.0,315.83,328.12
3620,0.3558,0.029,21.1834,0.0375,0.3887,0.0193,315.8,330.59
3621,0.3113,0.0135,24.6321,0.0,0.1379,0.0131,315.78,333.04
3622,0.4273,0.0303,28.1781,0.0,0.122,0.0085,315.75,335.51
3623,0.4327,0.0189,22.513,0.0173,0.656,0.0092,315.73,337.97
3624,0.3091,0.0394,23.5676,0.1145,0.7095,0.0072,315.71,340.45
3625,0.4821,0.0302,24.2174,0.0608,0.6583,0.0278,315.68,342.93
3626,0.203,0.0217,20.9062,0.1624,1.4921,0.0035,315.66,345.4
3627,0.3703,0.0387,19.9233,0.1883,1.4788,0.0154,315.63,347.9
3628,0.5239,0.0204,22.5712,0.0509,0.8818,0.0336,315.6,350.38
3629,0.4293,0.0528,22.6664,0.0756,0.7764,0.0154,315.58,352.87
3630,0.5332,0.0579,23.4515,0.0502,0.7658,0.0,315.55,355.37
3631,0.2896,0.0,20.5056,0.0218,0.6133,0.0,315.53,357.87
3632,0.449,0.0288,21.4197,0.0659,0.7202,0.0106,315.5,360.38
3633,0.3411,0.0094,23.312,0.0578,0.8303,0.0,315.48,362.89
3634,0.4565,0.0473,22.9965,0.0775,0.8765,0.0,315.45,365.4
3635,0.3357,0.0,24.2166,0.0576,0.7849,0.0367,315.42,367.93
3636,0.3852,0.0392,25.0454,0.0138,0.5956,0.0,315.4,370.45
3637,0.3067,0.0834,22.9821,0.0287,0.9111,0.0,315.37,372.97
3638,0.3141,0.0244,24.5983,0.0769,0.6566,0.0301,315.35,375.51
3639,0.2069,0.0051,23.0429,0.0557,0.8181,0.0021,315.32,378.04
3640,0.2542,0.0585,24.2133,0.0718,0.5507,0.0,315.29,380.58
3641,0.4478,0.0088,24.3673,0.0293,0.8035,0.0076,315.27,383.12
3642,0.3825,0.0233,22.6214,0.0139,0.4001,0.0,315.25,385.67
3643,0.3225,0.0364,22.8225,0.0212,0.3698,0.0339,315.22,388.22
3644,0.2084,0.0093,19.8799,0.0275,0.6206,0.0614,315.19,390.78
3645,0.211,0.0338,22.3458,0.0858,1.066,0.0064,315.17,393.33
3646,0.5046,0.0641,25.3908,0.012,0.5608,0.03,315.14,395.9
3647,0.1939,0.006,25.5996,0.037,0.5456,0.0057,315.11,398.47
3648,0.3234,0.0049,25.1105,0.0,0.5079,0.0,315.09,401.04
3649,0.3736,0.0193,22.6793,0.1064,0.9348,0.0114,315.06,403.62
3650,0.2415,0.0326,19.6808,0.0862,0.8856,0.0146,315.04,406.2
3246,0.1829,0.0068,20.4776,0.1557,1.3993,0.021,325.52,355.33
3652,0.4039,0.0314,20.7731,0.0684,0.9154,0.0502,314.98,411.38
3653,0.385,0.0237,22.9209,0.0631,1.091,0.0062,314.96,413.97
3654,0.416,0.0611,23.525,0.0496,0.9157,0.0233,314.93,416.58
3655,0.3934,0.0438,22.9896,0.0776,1.0228,0.0,312.39,416.58
3656,0.37,0.054,22.5014,0.0694,0.8408,0.0089,312.42,413.98
3657,0.4369,0.044,22.332,0.0638,0.8366,0.0097,312.44,411.39
3658,0.381,0.048,23.2894,0.0765,0.8698,0.0332,312.47,408.8
3659,0.4117,0.0555,22.5293,0.0533,1.0452,0.0384,312.5,406.21
3660,0.2658,0.0165,21.9019,0.1357,1.2138,0.0,312.53,403.63
3661,0.3127,0.0633,22.0132,0.0916,1.2031,0.0193,312.56,401.06
3662,0.3916,0.0844,23.276,0.0206,0.3963,0.011,312.59,398.48
3663,0.4159,0.0134,23.4874,0.0356,0.6677,0.0191,312.62,395.91
3664,0.355,0.0428,21.0963,0.1274,1.1039,0.0095,312.64,393.35
3665,0.5406,0.0509,23.1501,0.0428,0.6674,0.015,312.67,390.79
3666,0.2515,0.0405,24.1157,0.006,0.6536,0.0216,312.7,388.23
3667,0.3785,0.0,23.4789,0.0605,0.8752,0.0,312.73,385.68
3668,0.4437,0.0514,22.02,0.0728,0.9718,0.0252,312.76,383.13
3669,0.4374,0.0185,22.6892,0.1095,0.8459,0.0085,312.78,380.59
3670,0.3538,0.0507,23.064,0.059,0.753,0.0176,312.81,378.05
3671,0.1981,0.0641,25.1176,0.0782,0.5125,0.0156,312.84,375.51
3672,0.2271,0.0,25.4926,0.0408,0.3758,0.0028,312.87,372.98
3673,0.3492,0.0247,25.8229,0.0,0.1139,0.0181,312.9,370.46
3674,0.5922,0.0269,25.18,0.0323,0.506,0.0178,312.92,367.93
3675,0.2075,0.0,21.0511,0.1378,1.2395,0.0268,312.95,365.42
3676,0.2501,0.031,22.4348,0.097,0.9777,0.0262,312.98,362.9
3677,0.4827,0.0865,22.3336,0.0502,0.8189,0.0151,313.01,360.39
3678,0.3527,0.0238,23.6775,0.0727,0.7632,0.0098,313.03,357.88
3679,0.253,0.0793,23.5815,0.0547,0.7628,0.0,313.06,355.39
3680,0.4051,0.0246,23.0418,0.0637,0.9017,0.0036,313.09,352.89
3681,0.2862,0.0296,22.4973,0.1701,1.0747,0.04,313.12,350.39
3682,0.2411,0.0448,22.105,0.1527,1.0804,0.0032,313.14,347.9
3683,0.3764,0.0468,25.4786,0.0659,0.4688,0.0055,313.17,345.42
3684,0.3389,0.0641,25.426,0.0104,0.3106,0.0197,313.2,342.94
3685,0.4377,0.0119,24.7168,0.0,0.111,0.0015,313.22,340.46
3686,0.2747,0.0068,27.1505,0.0,0.0844,0.0,313.25,337.99
3687,0.4142,0.0576,27.6326,0.0,0.2397,0.0,313.28,335.52
3688,0.3778,0.0553,26.1209,0.0,0.231,0.0109,313.31,333.05
3689,0.4352,0.0285,24.894,0.0291,0.3212,0.0,313.34,330.59
3690,0.6437,0.1047,27.665,0.0,0.2162,0.0029,313.36,328.13
3691,0.4268,0.0,23.2202,0.0389,0.5873,0.0144,313.39,325.68
3692,0.4822,0.023,21.9605,0.1272,1.0759,0.0179,313.42,323.23
3693,0.2697,0.0638,20.5741,0.1233,1.329,0.0044,313.44,320.79
3694,0.3776,0.0199,24.3357,0.0629,0.8364,0.0,313.47,318.35
3695,0.5772,0.0348,25.5952,0.0,0.1526,0.0,313.49,315.91
3696,0.2601,0.0614,22.7313,0.0043,0.3595,0.0076,313.53,313.48
3697,0.4789,0.0281,24.1125,0.0594,0.8543,0.0108,313.56,311.05
3698,0.6622,0.1089,25.4914,0.0,0.2734,0.0041,313.57,308.63
3699,0.6074,0.0,28.3582,0.0,0.0274,0.0,313.6,306.2
3700,0.3985,0.0514,28.5288,0.0,0.0188,0.0,313.63,303.79
3701,0.4338,0.0243,26.6223,0.0023,0.034,0.0008,313.66,301.37
3702,0.5299,0.068,26.0888,0.0,0.1015,0.0,313.69,298.96
3703,0.3923,0.0278,27.7652,0.0,0.0814,0.0,313.71,296.56
3704,0.3498,0.0258,28.9411,0.0057,0.0516,0.0,313.74,294.16
3705,0.3588,0.0389,27.6551,0.0,0.0524,0.0,313.77,291.76
3706,0.3499,0.0644,26.3994,0.0,0.0322,0.007,313.78,289.36
3707,0.6138,0.0244,29.2706,0.0,0.0792,0.0,313.81,286.97
3708,0.4253,0.0685,27.0992,0.0092,0.3669,0.0056,313.85,284.59
3709,0.4283,0.0642,24.6224,0.0267,0.589,0.0111,313.87,282.21
3710,0.2705,0.0565,21.2234,0.0369,0.5553,0.0112,313.89,279.83
3711,0.1279,0.0134,21.633,0.1728,1.2296,0.0037,313.92,277.45
3712,0.2011,0.013,23.9227,0.0719,0.8076,0.0027,313.94,275.08
3713,0.3048,0.0,22.0259,0.0248,0.5738,0.0,313.97,272.72
3714,0.4042,0.0747,24.4341,0.0685,0.734,0.0128,313.99,270.35
3715,0.2689,0.0212,24.0247,0.0,0.1961,0.0,314.02,267.99
3716,0.5311,0.0677,23.1768,0.0,0.2042,0.0123,314.05,265.64
3717,0.4917,0.063,26.4424,0.0,0.3024,0.0143,314.08,263.29
3718,0.3252,0.0227,15.9521,0.3476,2.5396,0.0282,314.1,260.94
3719,0.4869,0.0186,20.7426,0.2571,1.5538,0.0183,314.13,258.59
3720,0.3953,0.0473,26.4635,0.0196,0.3682,0.0,314.15,256.25
3721,0.5432,0.0922,22.7614,0.0663,0.4284,0.0076,314.18,253.91
3722,0.5187,0.038,27.2772,0.0,0.132,0.0,314.2,251.58
3723,0.2831,0.0506,26.6994,0.0,0.0583,0.0,314.23,249.25
3724,0.4313,0.0501,25.9446,0.0,0.0886,0.02,314.26,246.93
3725,0.704,0.0609,29.1636,0.0,0.1,0.0,314.28,244.6
3726,0.5564,0.0532,26.643,0.0,0.0766,0.0,314.3,242.28
3727,0.4955,0.0785,29.5126,0.0,0.0725,0.0013,314.33,239.97
3728,0.4269,0.0191,29.1618,0.0,0.1111,0.0,314.36,237.66
3729,0.4359,0.0498,26.354,0.0264,0.4922,0.0,314.38,235.35
3730,0.3364,0.0553,24.9748,0.0759,0.664,0.0116,314.4,233.04
3731,0.2547,0.019,26.0734,0.0496,0.4513,0.0102,314.43,230.74
3732,0.3935,0.0353,23.7861,0.0191,0.3198,0.0,314.46,228.45
3733,0.4042,0.0269,25.9751,0.0589,0.4707,0.0161,314.48,226.16
3734,0.3529,0.0128,24.3833,0.0,0.1881,0.0026,314.51,223.86
3735,0.2444,0.024,27.1809,0.0041,0.2677,0.0045,314.53,221.58
3736,0.298,0.0232,25.794,0.0,0.2891,0.0093,314.56,219.29
3737,0.269,0.016,23.5365,0.1285,0.7257,0.0118,314.58,217.02
3738,0.6107,0.0722,23.7971,0.1214,0.64,0.0325,314.61,214.74
3739,0.4582,0.0298,26.2802,0.0038,0.2843,0.012,314.63,212.47
3740,0.4096,0.034,25.3739,0.0125,0.1117,0.0023,314.66,210.2
3741,0.3746,0.0479,28.8149,0.0,0.0182,0.0,314.68,207.93
3742,0.3467,0.1337,30.1608,0.0,0.0492,0.0,314.7,205.68
3743,0.5142,0.0547,27.5747,0.0116,0.1434,0.0222,314.73,203.42
3744,0.3613,0.0475,25.636,0.0395,0.4381,0.0,314.75,201.16
3745,0.3658,0.0283,26.9345,0.048,0.3768,0.0,314.78,198.91
3746,0.3705,0.0663,26.0714,0.0,0.1945,0.0049,314.8,196.67
3747,0.8134,0.0527,23.2247,0.1279,0.3703,0.0,314.83,194.42
3748,0.6287,0.0654,26.1398,0.1031,0.0685,0.0032,314.85,192.18
3749,0.5059,0.0512,28.5641,0.3278,0.1393,0.0,314.88,189.95
3750,0.3765,0.0947,26.5365,0.0581,0.2436,0.006,314.9,187.71
3751,0.3551,0.0219,22.5356,0.098,0.7865,0.0032,312.55,187.73
3752,0.3998,0.0053,22.6387,0.3066,0.894,0.0113,312.52,189.96
3753,0.4404,0.0206,23.8413,0.1466,0.1842,0.0028,312.49,192.19
3754,0.3351,0.0675,27.5025,0.0217,0.2568,0.0173,312.47,194.44
3755,0.3764,0.0088,26.1724,0.0529,0.3954,0.0,312.44,196.68
3756,0.4155,0.0495,25.2653,0.0221,0.2369,0.0056,312.41,198.92
3757,0.3388,0.058,28.033,0.0186,0.052,0.0,312.39,201.18
3758,0.4037,0.0252,28.079,0.0,0.0489,0.0,312.36,203.43
3759,0.6534,0.0629,26.1343,0.0,0.0607,0.0,312.33,205.69
3760,0.6985,0.0784,23.612,0.0,0.3928,0.01,312.31,207.95
3761,0.4579,0.0382,24.2528,0.1165,0.7121,0.014,312.28,210.21
3762,0.3727,0.0077,25.1,0.0786,0.5188,0.0,312.26,212.48
3763,0.2931,0.0189,18.236,0.2497,2.0776,0.0196,312.23,214.75
3764,0.4026,0.0122,15.1862,0.3289,2.8374,0.0848,312.2,217.03
3765,0.3244,0.0266,23.4892,0.0693,0.8456,0.003,312.17,219.3
3766,0.275,0.0,22.8238,0.0915,1.0652,0.0,312.15,221.59
3767,0.3192,0.0372,22.1482,0.0364,0.6451,0.0008,312.12,223.87
3768,0.3387,0.04,24.8918,0.0601,0.6193,0.007,312.09,226.16
3769,0.3532,0.0499,26.2874,0.0,0.369,0.0215,312.07,228.46
3770,0.4582,0.0516,25.2696,0.017,0.4523,0.0204,312.04,230.75
3771,0.4306,0.0114,24.9476,0.095,0.7121,0.0,312.01,233.05
3772,0.3222,0.0072,29.3404,0.0,0.1151,0.0,311.98,235.36
3773,0.3861,0.0533,27.5451,0.0,0.0581,0.0,311.96,237.67
3774,0.4083,0.0371,26.6922,0.0,0.0728,0.0,311.93,239.98
3775,0.2615,0.0,28.3013,0.003,0.0858,0.0,311.9,242.29
3776,0.4095,0.0729,27.8378,0.0072,0.1355,0.0136,311.88,244.61
3777,0.4968,0.0685,31.4886,0.0,0.1808,0.0,311.85,246.93
3778,0.5496,0.0383,28.4292,0.0,0.0848,0.0,311.82,249.26
3779,0.4557,0.0419,28.7819,0.0,0.1613,0.0,311.79,251.59
3780,0.5203,0.0385,28.5915,0.0,0.1082,0.0,311.77,253.92
3781,0.5379,0.0316,28.075,0.0052,0.1335,0.0,311.74,256.26
3782,0.2716,0.0608,25.3095,0.0683,0.5344,0.0,311.71,258.6
3783,0.452,0.0393,21.2993,0.2447,1.3791,0.0344,311.69,260.95
3784,0.2291,0.0271,24.9065,0.0584,0.5438,0.0064,311.66,263.3
3785,0.4428,0.0202,23.6629,0.0,0.3179,0.0,311.63,265.65
3786,0.4732,0.0127,25.9813,0.0081,0.5187,0.0096,311.6,268.0
3787,0.4765,0.059,25.1366,0.043,0.6152,0.0,311.58,270.36
3788,0.4976,0.0594,25.034,0.0206,0.3258,0.0014,311.54,272.72
3789,0.5054,0.0561,24.9759,0.0328,0.51,0.001,311.52,275.09
3790,0.469,0.0,24.3952,0.0614,0.6538,0.0141,311.49,277.47
3791,0.2999,0.0454,21.5582,0.0468,0.4122,0.0564,311.45,279.84
3792,0.3645,0.0347,17.9168,0.1742,1.4843,0.0515,311.43,282.21
3793,0.5448,0.0441,21.6297,0.092,1.2095,0.0,311.41,284.6
3794,0.3787,0.0134,24.1734,0.0,0.4838,0.001,311.37,286.99
3795,0.2887,0.0203,27.8666,0.0,0.061,0.0,311.35,289.38
3796,0.3427,0.0195,27.5325,0.0,0.0228,0.0,311.33,291.77
3797,0.4409,0.0587,26.6931,0.0,0.0384,0.0,311.29,294.17
3798,0.5013,0.0234,26.5377,0.0023,0.0331,0.0,311.26,296.57
3799,0.4394,0.0215,29.1632,0.0,0.0045,0.0096,311.23,298.97
3800,0.2846,0.0304,28.2501,0.0,0.0171,0.0,311.2,301.38
3801,0.4935,0.0276,26.6848,0.0,0.0452,0.0,311.19,303.8
3802,0.6539,0.0627,22.9005,0.0,0.1218,0.0,311.15,306.22
3803,0.4921,0.0523,26.6699,0.0231,0.3849,0.0032,311.12,308.64
3804,0.6049,0.0284,24.6945,0.0679,0.8529,0.0035,311.09,311.06
3805,0.4485,0.0363,25.1797,0.03,0.3893,0.0,311.06,313.49
3806,0.4854,0.0,26.3858,0.0077,0.2731,0.0,311.03,315.93
3807,0.1881,0.0658,22.6783,0.0456,1.1173,0.0076,311.01,318.36
3808,0.4749,0.0371,22.4408,0.1618,0.9554,0.0107,310.98,320.8
3809,0.3578,0.0063,23.956,0.0715,0.6866,0.0115,310.95,323.25
3810,0.5355,0.0224,21.6796,0.092,0.9203,0.0294,310.92,325.69
3811,0.3429,0.0021,23.9324,0.0538,0.7728,0.0057,310.89,328.15
3812,0.3707,0.0095,24.6969,0.0634,0.5322,0.0016,310.87,330.6
3813,0.3439,0.0,22.6635,0.0111,0.1704,0.0076,310.83,333.06
3814,0.4924,0.0932,28.1045,0.0,0.0732,0.0053,310.81,335.53
3815,0.2579,0.0469,28.2818,0.0,0.0703,0.0,310.77,338.0
3816,0.4438,0.0188,25.5763,0.0,0.2005,0.0072,310.75,340.47
3817,0.2328,0.0231,26.6123,0.0,0.2277,0.0031,310.71,342.95
3818,0.4193,0.0566,25.2315,0.0042,0.2005,0.0,310.69,345.43
3819,0.2661,0.0539,23.4396,0.0,0.2808,0.0015,310.66,347.92
3820,0.2604,0.0078,21.9483,0.0668,1.0392,0.0129,310.62,350.41
3821,0.2834,0.0241,22.747,0.0926,0.859,0.0093,310.6,352.9
3822,0.1567,0.0,23.0276,0.1005,0.8154,0.0104,310.57,355.39
3823,0.3117,0.0098,22.5973,0.0251,0.9495,0.0192,310.54,357.89
3824,0.1726,0.0542,22.5686,0.0624,0.9976,0.0071,310.51,360.4
3825,0.4151,0.0513,22.911,0.104,0.926,0.0,310.48,362.91
3826,0.4324,0.0115,21.5698,0.1242,1.1751,0.0118,310.45,365.43
3827,0.3603,0.0272,24.3989,0.0402,0.4293,0.0,310.42,367.95
3828,0.4765,0.0598,33.7027,0.0,0.0386,0.0,310.39,370.47
3829,0.2503,0.0245,25.5161,0.0,0.1593,0.0029,310.36,373.0
3830,0.3023,0.0276,22.8469,0.0177,0.7159,0.0336,310.33,375.53
3831,0.3636,0.0369,22.7806,0.0591,1.0177,0.0229,310.3,378.06
3832,0.2804,0.053,22.5915,0.0942,0.9051,0.0206,310.27,380.6
3833,0.349,0.0301,22.6774,0.0596,0.9094,0.0217,310.24,383.14
3834,0.2881,0.0696,22.5815,0.054,0.8007,0.0102,310.21,385.69
3835,0.535,0.0197,23.9431,0.0743,0.701,0.0,310.18,388.24
3836,0.4817,0.0,24.2978,0.0575,0.4809,0.0,310.15,390.8
3837,0.3759,0.0408,20.8285,0.0705,0.5883,0.014,310.12,393.35
3838,0.363,0.0,24.525,0.0433,0.621,0.0244,310.09,395.92
3839,0.4134,0.0188,22.2924,0.0041,0.2927,0.0,310.06,398.49
3840,0.4574,0.012,21.7722,0.1396,1.369,0.0037,310.03,401.07
3841,0.3175,0.068,21.4378,0.0628,1.2195,0.0361,310.0,403.64
3842,0.3147,0.0279,21.7139,0.1159,0.962,0.0119,309.97,406.22
3843,0.3568,0.0259,23.0371,0.069,0.8026,0.0,309.94,408.81
3844,0.4045,0.0734,23.2546,0.0792,0.7715,0.0106,309.91,411.4
3845,0.1746,0.0252,21.234,0.039,0.6628,0.0055,309.88,413.99
3846,0.2433,0.0298,23.5024,0.051,0.8066,0.0188,309.85,416.59
3847,0.2381,0.0334,22.3349,0.0623,0.901,0.0058,307.3,416.6
3848,0.1493,0.0275,22.6041,0.096,0.7714,0.014,307.34,414.0
3849,0.4671,0.0613,23.4716,0.0618,0.7062,0.0,307.37,411.41
3850,0.2224,0.0831,23.8504,0.0255,0.7094,0.0139,307.4,408.82
3851,0.2469,0.0114,22.4648,0.1125,0.8102,0.0085,307.44,406.23
3852,0.4661,0.0295,22.3702,0.0946,0.9345,0.0111,307.47,403.65
3853,0.2707,0.0184,21.8059,0.1074,1.1989,0.0422,307.5,401.07
3854,0.5484,0.0435,27.6461,0.044,0.2293,0.0,307.53,398.5
3855,0.4443,0.0242,26.7789,0.0525,0.3735,0.0034,307.57,395.93
3856,0.4824,0.0,20.3431,0.0483,0.7219,0.0147,307.6,393.37
3857,0.4452,0.0486,21.339,0.073,0.6985,0.0123,307.63,390.81
3858,0.3295,0.0358,23.6297,0.0197,0.866,0.0,307.66,388.25
3859,0.2763,0.0354,23.2529,0.0727,0.8025,0.0426,307.69,385.7
3860,0.4407,0.0385,21.9373,0.0797,0.9667,0.0246,307.73,383.15
3861,0.3719,0.016,21.3377,0.074,0.7423,0.0075,307.76,380.61
3862,0.1173,0.0384,23.0022,0.094,0.9441,0.0154,307.79,378.07
3863,0.5717,0.0344,23.3418,0.0741,0.8483,0.0,307.82,375.54
3864,0.2658,0.0652,25.3737,0.0058,0.1506,0.0102,307.85,373.0
3865,0.3157,0.0423,26.6057,0.0,0.187,0.0,307.88,370.48
3866,0.4555,0.0148,20.6095,0.0679,0.841,0.0141,307.92,367.96
3867,0.5913,0.0071,21.9658,0.0717,1.0239,0.0311,307.95,365.44
3868,0.404,0.0358,21.5718,0.0822,1.2529,0.012,307.98,362.92
3869,0.4516,0.0425,21.3844,0.1497,1.1581,0.0066,308.01,360.41
3870,0.5537,0.0308,21.2634,0.1045,1.1757,0.0134,308.04,357.91
3871,0.4154,0.0138,20.7743,0.1031,1.2482,0.0427,308.07,355.41
3872,0.2125,0.0,18.5007,0.1454,1.2099,0.0174,308.11,352.91
3873,0.425,0.0308,22.3174,0.1019,1.0715,0.022,308.14,350.41
3874,0.4709,0.0491,25.2022,0.0717,0.4794,0.0038,308.17,347.93
3875,0.2178,0.053,24.716,0.0217,0.3118,0.0,308.2,345.44
3876,0.3061,0.0226,26.7017,0.0,0.2299,0.0,308.23,342.96
3877,0.4536,0.0337,27.0906,0.0371,0.3792,0.0,308.27,340.48
3878,0.3584,0.0692,27.0752,0.0,0.1579,0.0,308.3,338.01
3879,0.3525,0.0105,27.6614,0.0,0.1942,0.0,308.33,335.54
3880,0.4687,0.0072,27.8854,0.0,0.1613,0.0174,308.36,333.07
3881,0.3967,0.0203,24.8453,0.0386,0.5045,0.0,308.39,330.62
3882,0.4145,0.0507,21.258,0.1335,1.203,0.0,308.42,328.16
3883,0.3341,0.0129,22.9266,0.0681,0.7385,0.0118,308.45,325.71
3884,0.2435,0.017,23.8066,0.0581,0.6382,0.0,308.48,323.26
3885,0.4629,0.0663,23.8811,0.0641,0.7275,0.006,308.51,320.81
3886,0.4985,0.0118,22.2338,0.075,1.072,0.0,308.54,318.37
3887,0.4442,0.0446,24.2065,0.0963,0.7792,0.0198,308.58,315.93
3888,0.6618,0.0298,25.4436,0.0,0.1606,0.0,308.61,313.5
3889,0.3829,0.0184,25.1296,0.0442,0.8366,0.0,308.64,311.07
3890,0.3873,0.0638,23.9422,0.0373,0.6326,0.0,308.67,308.65
3891,0.4569,0.0303,26.2513,0.0092,0.0224,0.0,308.69,306.23
3892,0.5311,0.036,28.5649,0.0,0.0644,0.0146,308.73,303.81
3893,0.1977,0.0,26.6773,0.0,0.0277,0.0,308.76,301.4
3894,0.3397,0.0367,29.2587,0.0,0.0408,0.0,308.79,298.99
3895,0.4159,0.0595,28.5692,0.0,0.0274,0.0,308.82,296.58
3896,0.4179,0.0492,43.0294,0.0251,0.1746,0.0,308.85,294.18
3897,0.4699,0.0498,26.4809,0.0,0.0207,0.0046,308.88,291.78
3898,0.332,0.1131,29.0618,0.0,0.021,0.0,308.9,289.39
3899,0.3335,0.0364,27.4977,0.0,0.2773,0.0,308.94,287.0
3900,0.462,0.0171,24.0242,0.0454,0.7634,0.0,308.97,284.61
3901,0.3092,0.0484,20.7289,0.0623,0.799,0.0258,309.0,282.23
3902,0.5928,0.016,22.0418,0.0325,0.508,0.0013,309.03,279.85
3903,0.3493,0.0087,25.4811,0.0318,0.5241,0.0053,309.06,277.47
3904,0.3375,0.06,22.9973,0.0513,0.4417,0.0,309.09,275.1
3905,0.2017,0.0284,23.2203,0.026,0.4421,0.0099,309.12,272.74
3906,0.4014,0.0318,25.5547,0.0147,0.47,0.0,309.15,270.37
3907,0.428,0.0853,25.5856,0.0341,0.5435,0.0032,309.18,268.01
3908,0.472,0.0655,23.4299,0.0568,1.1449,0.009,309.21,265.66
3909,0.2532,0.061,23.0336,0.0035,0.4362,0.0009,309.24,263.31
3910,0.4535,0.0049,23.3495,0.0,0.227,0.0002,309.27,260.96
3911,0.4138,0.0435,28.4405,0.0,0.1737,0.0,309.3,258.62
3912,0.2893,0.008,28.6019,0.0,0.0676,0.0,309.33,256.27
3913,0.4702,0.0343,28.4237,0.0,0.1452,0.0,309.36,253.93
3914,0.3774,0.004,28.7179,0.005,0.1178,0.0,309.39,251.6
3915,0.515,0.0706,29.6212,0.0,0.1318,0.0,309.42,249.27
3916,0.6241,0.0722,28.7186,0.0,0.1272,0.003,309.45,246.95
3917,0.3203,0.0619,26.9192,0.0,0.0825,0.0,309.48,244.63
3918,0.5575,0.0755,23.0445,0.0,0.1844,0.0,309.5,242.3
3919,0.903,0.1049,31.6974,0.0,0.0726,0.0,309.53,239.99
3920,0.3068,0.0645,29.3557,0.0,0.1182,0.0,309.56,237.68
3921,0.4468,0.0515,26.9057,0.0,0.0923,0.0092,309.59,235.37
3922,0.5497,0.0264,28.262,0.0,0.1328,0.0,309.62,233.07
3923,0.3563,0.0331,24.1221,0.0611,0.7923,0.0184,309.65,230.77
3924,0.3702,0.0592,20.5018,0.0483,0.6783,0.003,309.68,228.47
3925,0.1993,0.0429,23.3982,0.0872,0.9727,0.0173,309.71,226.18
3926,0.2769,0.0334,23.4561,0.0851,0.8774,0.0,309.74,223.89
3927,0.2935,0.0323,20.5395,0.0812,0.8961,0.0527,309.76,221.6
3928,0.2069,0.0619,20.6588,0.0841,0.8849,0.0495,309.79,219.32
3929,0.1737,0.0087,17.0706,0.2969,2.0759,0.0366,309.82,217.04
3930,0.2114,0.064,13.2086,0.4886,3.3788,0.1168,309.85,214.77
3931,0.2534,0.0351,21.7393,0.1397,0.4322,0.0038,309.88,212.49
3932,0.3659,0.0098,21.4627,0.0746,0.7668,0.0043,309.91,210.22
3933,0.3649,0.0207,23.8489,0.0462,0.8589,0.0196,309.94,207.96
3934,0.2328,0.0162,25.3672,0.0,0.5822,0.0,309.97,205.7
3935,0.4884,0.0627,28.1102,0.0,0.1466,0.0,309.99,203.44
3936,0.3845,0.0679,27.7205,0.0,0.219,0.0046,310.02,201.19
3937,0.5915,0.063,23.0986,0.0352,0.2346,0.0212,310.05,198.94
3938,0.3226,0.0246,25.3269,0.0,0.2068,0.0146,310.08,196.69
3939,0.8955,0.0508,27.5356,0.0028,0.0501,0.0148,310.11,194.45
3940,0.5597,0.0417,27.1244,0.0252,0.2691,0.002,310.14,192.21
3941,0.2068,0.0153,23.0196,0.1418,1.0603,0.0101,310.16,189.97
3942,0.5959,0.0644,21.3342,0.1501,1.2351,0.0452,310.19,187.74
3943,0.3643,0.0081,22.1232,0.171,1.1508,0.0108,307.84,187.75
3944,0.3728,0.0565,24.2322,0.1385,0.7215,0.0076,307.81,189.98
3945,0.4255,0.0882,27.322,0.0221,0.2465,0.006,307.78,192.22
3946,0.2808,0.0147,26.2273,0.0,0.0188,0.0214,307.75,194.46
3947,0.2773,0.0307,25.6528,0.0255,0.2017,0.0,307.72,196.7
3948,0.4119,0.0055,25.768,0.0,0.241,0.0,307.69,198.95
3949,0.5229,0.0086,25.4973,0.0106,0.6401,0.0,307.66,201.2
3950,0.5402,0.0364,23.3244,0.0422,0.4091,0.0,307.63,203.45
3951,0.379,0.049,26.0637,0.0287,0.4691,0.0069,307.6,205.71
3952,0.2338,0.0237,22.0579,0.115,1.1825,0.0015,307.56,207.97
3953,0.2267,0.0094,20.2565,0.2365,1.7356,0.0393,307.54,210.24
3954,0.5044,0.0321,25.6263,0.027,0.4161,0.0,307.5,212.5
3955,0.1284,0.0,19.9852,0.1359,0.8557,0.0059,307.47,214.77
3956,0.2579,0.0441,23.0774,0.1377,0.8111,0.0127,307.44,217.05
