PMC,Mg,Al,Ca,Ti,Fe,Si,image_i,image_j
364,0.3571,0.0652,24.48,0.0626,0.7306,0.0,400.23,350.01
365,0.3479,0.0678,27.5169,0.0,0.0965,0.0,400.28,352.51
366,0.4281,0.0167,28.7055,0.0,0.0575,0.0047,400.32,355.01
367,0.3272,0.0107,26.9469,0.0,0.3235,0.0,400.37,357.51
368,0.3249,0.0354,25.9189,0.0858,0.5592,0.0,400.41,360.01
369,0.4417,0.0175,25.2527,0.0568,0.4859,0.0032,400.45,362.52
370,0.3263,0.0235,25.1779,0.0242,0.5143,0.01,400.5,365.04
371,0.4342,0.0154,22.668,0.0,0.4042,0.0141,400.54,367.56
372,0.3846,0.0529,20.015,0.0611,0.6077,0.0,400.59,370.08
373,0.3003,0.0447,24.2537,0.0,0.294,0.0,400.63,372.6
374,0.5215,0.0433,27.6388,0.0,0.0561,0.0,400.68,375.14
375,0.276,0.0493,26.8397,0.0,0.0691,0.0229,400.72,377.67
376,0.5513,0.0277,25.9722,0.0029,0.0849,0.0,400.77,380.22
377,0.3193,0.0667,25.5518,0.038,0.4563,0.0087,400.81,382.76
378,0.2646,0.0646,21.8716,0.12,1.2397,0.0285,400.86,385.31
379,0.4083,0.0347,26.5084,0.0195,0.3608,0.0057,400.91,387.86
380,0.3219,0.049,27.8156,0.0257,0.179,0.0,400.95,390.41
381,0.2967,0.0436,24.3657,0.0,0.2602,0.0,401.0,392.98
382,0.3764,0.0468,24.6348,0.0945,0.6864,0.0057,401.04,395.54
383,0.3349,0.0094,19.0125,0.2449,2.0324,0.0366,401.09,398.11
384,0.4605,0.1079,20.2035,0.046,0.4033,0.0,401.13,400.69
385,0.1977,0.0145,28.6142,0.0097,0.0495,0.0,401.18,403.26
386,0.6125,0.0821,25.0109,0.1729,0.2553,0.0,401.23,405.85
387,0.3459,0.0167,22.471,0.2168,0.7097,0.0,401.27,408.43
388,0.3089,0.0277,25.6494,0.0399,0.5048,0.0161,401.32,411.03
389,0.429,0.0099,25.5613,0.116,0.4176,0.03,401.36,413.62
390,0.3477,0.0124,24.4005,0.1532,0.6982,0.0,401.41,416.22
391,0.1953,0.0013,24.215,0.1432,0.4762,0.0,398.87,416.23
392,0.3712,0.0454,24.9184,0.0333,0.3721,0.0171,398.82,413.63
393,0.4524,0.021,24.9724,0.0483,0.2671,0.0,398.78,411.03
394,0.3273,0.0749,25.2398,0.1327,0.4755,0.0,398.73,408.44
395,0.2745,0.0379,27.1182,0.3898,0.3599,0.0,398.69,405.86
396,0.3745,0.0089,26.888,0.0,0.0422,0.0,398.65,403.28
397,0.4965,0.0465,29.4614,0.0,0.0927,0.0,398.6,400.7
398,0.2367,0.004,21.6135,0.0965,1.3298,0.0053,398.56,398.12
399,0.3269,0.0365,21.1931,0.0495,0.7334,0.0161,398.51,395.55
400,0.4775,0.0428,26.9523,0.0,0.0968,0.0017,398.47,392.98
401,0.7215,0.0841,34.7259,0.0,0.054,0.0,398.43,390.43
402,0.2775,0.0435,28.3195,0.017,0.1698,0.0032,398.38,387.87
403,0.2996,0.0093,24.6634,0.0226,0.466,0.0171,398.34,385.31
404,0.28,0.0,24.7793,0.0,0.2447,0.0142,398.3,382.77
405,0.3983,0.0584,20.3073,0.0644,0.5145,0.0196,398.26,380.23
406,0.3844,0.0639,25.0669,0.0,0.1585,0.0045,398.21,377.69
407,0.3624,0.0517,28.8911,0.0007,0.052,0.0,398.17,375.15
408,0.4219,0.0549,23.6513,0.0061,0.3666,0.0026,398.13,372.62
409,0.3105,0.0328,23.4864,0.048,0.4804,0.0113,398.08,370.09
410,0.2273,0.0477,25.9708,0.0323,0.4774,0.0,398.04,367.57
412,0.4097,0.0275,27.1353,0.0,0.3028,0.0,397.96,362.54
413,0.4068,0.0086,29.7202,0.0,0.1074,0.0,397.91,360.03
414,0.3158,0.0514,26.7864,0.0,0.0809,0.0061,397.87,357.52
415,0.5134,0.0171,26.5316,0.0,0.0658,0.0,397.83,355.02
416,0.3527,0.0575,30.0572,0.0,0.0377,0.0,397.79,352.52
417,0.4874,0.0201,28.1432,0.0051,0.114,0.0,397.74,350.02
418,0.4841,0.0144,25.3908,0.0235,0.5126,0.0,397.7,347.54
419,0.4361,0.0113,23.0465,0.0785,1.0197,0.0134,397.66,345.04
420,0.3893,0.0241,23.0229,0.0785,0.9713,0.009,397.62,342.57
421,0.2825,0.0175,23.7846,0.1004,0.9032,0.0113,397.57,340.09
422,0.3174,0.0373,24.3853,0.0,0.1862,0.0063,397.53,337.61
423,0.2892,0.0441,24.5549,0.0013,0.3508,0.0,397.5,335.15
424,0.1695,0.0574,27.985,0.0,0.2933,0.0,397.45,332.68
425,0.1926,0.0,27.7306,0.0,0.267,0.0,397.41,330.22
426,0.206,0.0314,23.7793,0.0263,0.2589,0.007,397.36,327.76
427,0.4064,0.0328,26.4749,0.0404,0.4232,0.0,397.32,325.31
428,0.4372,0.0557,27.7642,0.0212,0.0694,0.0,397.29,322.86
429,0.2293,0.0138,24.6745,0.0105,0.4163,0.0028,397.24,320.42
430,0.3344,0.0161,27.3652,0.0056,0.4202,0.0,397.21,317.98
431,0.4721,0.0518,24.3411,0.0701,0.3141,0.0,397.16,315.54
432,0.5482,0.0643,28.2637,0.0162,0.1498,0.0127,397.12,313.1
433,0.4511,0.051,29.8575,0.0,0.1404,0.0,397.08,310.67
434,0.4764,0.0258,26.3957,0.0059,0.2783,0.0153,397.03,308.25
435,0.2545,0.0,25.6957,0.0019,0.187,0.0,397.0,305.83
436,0.3849,0.0316,27.3365,0.0174,0.1543,0.0375,396.95,303.41
437,0.2367,0.0291,25.83,0.0,0.1755,0.0158,396.91,300.99
438,0.2954,0.0,25.5183,0.0382,0.416,0.0,396.88,298.58
439,0.4296,0.0234,19.8385,0.0972,0.7551,0.0432,396.84,296.18
440,0.6903,0.0,26.3825,0.0341,0.2975,0.0,396.79,293.78
441,0.6564,0.0555,30.9791,0.0,0.1649,0.0,396.74,291.38
442,0.2778,0.0473,24.7816,0.0,0.1177,0.0093,396.71,288.98
443,0.408,0.025,24.2864,0.0,0.3066,0.0,396.66,286.59
444,0.4081,0.075,24.5614,0.0082,0.2638,0.0087,396.63,284.21
445,0.3015,0.0339,25.4976,0.0171,0.4559,0.0,396.59,281.82
446,0.3394,0.0,22.5951,0.0557,0.508,0.0195,396.55,279.44
447,0.232,0.0186,22.0017,0.0285,0.4525,0.0,396.51,277.07
448,0.434,0.047,25.443,0.0384,0.6887,0.0028,396.47,274.7
449,0.4063,0.0398,24.786,0.0662,0.7582,0.0,396.43,272.33
450,0.3598,0.0221,27.7762,0.0,0.1829,0.0,396.39,269.97
451,0.3594,0.0495,28.7819,0.0,0.1352,0.0037,396.34,267.61
452,0.4834,0.0719,27.666,0.0,0.132,0.0,396.31,265.25
453,0.5189,0.0402,25.1365,0.0455,0.844,0.0008,396.27,262.9
454,0.365,0.0092,24.0019,0.0,0.1908,0.0133,396.23,260.54
455,0.3273,0.0822,29.2751,0.0,0.0382,0.0,396.19,258.21
456,0.4328,0.0557,29.035,0.0,0.0569,0.0,396.15,255.86
457,0.2563,0.0538,27.0948,0.0,0.0231,0.0042,396.11,253.52
458,0.4889,0.0676,30.0947,0.0,0.0349,0.0,396.07,251.19
459,0.271,0.0564,26.9903,0.0,0.0588,0.0,396.03,248.86
460,0.3038,0.037,29.0933,0.0,0.0286,0.0069,395.99,246.53
461,0.2571,0.0237,27.8489,0.0,0.0416,0.0032,395.95,244.21
462,0.5238,0.0537,28.7655,0.0,0.0314,0.0,395.91,241.89
463,0.3193,0.0393,30.2184,0.0,0.1019,0.0,395.87,239.58
464,0.4964,0.1045,30.4761,0.0,0.0853,0.0,395.84,237.26
465,0.2091,0.027,27.1808,0.0,0.0224,0.0,395.8,234.95
466,0.6494,0.0567,26.9637,0.0,0.0402,0.0,395.76,232.65
467,0.2101,0.0339,28.2099,0.0,0.0768,0.0,395.72,230.35
468,0.217,0.0,29.0549,0.0,0.0952,0.0,395.68,228.05
469,0.4199,0.0764,26.6934,0.0,0.2162,0.0,395.64,225.76
470,0.2247,0.0328,22.4884,0.0475,0.6912,0.0,395.6,223.47
471,0.206,0.0235,22.9519,0.0261,0.6612,0.0065,395.56,221.18
472,0.4311,0.0329,23.9333,0.0592,0.7689,0.0166,395.53,218.9
473,0.3913,0.0115,21.552,0.045,0.8054,0.006,395.48,216.62
474,0.3601,0.0401,24.0179,0.1008,0.7602,0.0,395.45,214.35
475,0.6279,0.0113,26.838,0.0046,0.3383,0.0,395.41,212.07
476,0.6282,0.0279,28.5303,0.0,0.1772,0.0,395.37,209.8
477,0.5047,0.0716,27.6354,0.0,0.1659,0.001,395.33,207.54
478,0.4067,0.069,26.7151,0.0,0.0448,0.0026,395.29,205.28
479,0.6884,0.0644,30.9521,0.0,0.0525,0.0021,395.26,203.02
480,0.2324,0.0463,27.3119,0.0,0.0,0.0101,395.22,200.76
481,0.2581,0.0071,25.7001,0.0,0.02,0.017,395.18,198.51
482,0.3942,0.0714,31.2595,0.0,0.0513,0.0,395.14,196.27
483,0.9972,0.0553,34.2718,0.0,0.0317,0.0013,395.1,194.03
484,0.3795,0.0331,28.7184,0.0,0.0339,0.0,395.07,191.78
485,0.3444,0.0632,29.2194,0.0,0.0209,0.0,395.03,189.55
486,0.4136,0.1323,29.0428,0.0,0.0165,0.0111,394.99,187.31
487,0.4985,0.053,26.9623,0.0,0.0136,0.0017,392.63,187.33
488,0.4874,0.0571,29.9633,0.0,0.0237,0.0,392.67,189.56
489,0.4909,0.0411,26.9622,0.0,0.0389,0.0,392.71,191.79
490,0.6874,0.0845,30.0727,0.0,0.0355,0.0,392.74,194.04
491,0.9481,0.0645,34.913,0.0,0.032,0.0,392.78,196.28
492,0.5475,0.0226,29.0995,0.0,0.0394,0.0,392.81,198.53
493,0.6601,0.0874,29.1402,0.0,0.1021,0.0,392.85,200.78
494,0.5826,0.0132,34.1004,0.0,0.0182,0.0,392.89,203.03
495,0.5496,0.0746,30.252,0.0,0.0434,0.0,392.92,205.29
496,0.4196,0.0176,29.5041,0.0,0.0448,0.0,392.96,207.55
497,0.4066,0.0579,26.3055,0.002,0.0521,0.0,393.0,209.82
498,0.3099,0.0667,28.3921,0.0,0.0891,0.0,393.03,212.08
499,0.5052,0.0788,24.7195,0.0,0.2494,0.0,393.07,214.35
500,0.4488,0.0474,27.7175,0.0,0.1953,0.0,393.11,216.63
501,0.2765,0.0095,24.2909,0.0228,0.2109,0.0192,393.14,218.91
502,0.4754,0.0321,26.53,0.0,0.3393,0.012,393.18,221.2
503,0.2399,0.045,22.9248,0.0,0.3234,0.0,393.21,223.48
504,0.552,0.0333,24.5489,0.0614,0.2959,0.0068,393.25,225.77
505,0.2695,0.0578,27.0873,0.0,0.1136,0.0036,393.29,228.07
506,0.3583,0.0601,26.2992,0.0,0.086,0.0,393.33,230.36
507,0.3998,0.0269,26.5247,0.01,0.059,0.0,393.37,232.66
508,0.3795,0.0633,29.7264,0.0,0.096,0.0,393.4,234.97
509,0.4736,0.0466,29.3357,0.0,0.0762,0.0,393.44,237.27
510,0.7189,0.0452,30.9497,0.0,0.0663,0.0,393.47,239.59
511,0.4174,0.0549,28.7899,0.0,0.0313,0.0,393.51,241.9
512,0.4605,0.0397,26.7818,0.0,0.0171,0.0,393.55,244.22
513,0.3635,0.0125,27.5717,0.0,0.0079,0.0,393.59,246.54
514,0.2846,0.0321,26.9547,0.0,0.044,0.0,393.62,248.87
515,0.3426,0.0109,30.1458,0.0,0.0539,0.0,393.66,251.2
516,0.2597,0.0212,29.0924,0.0,0.0605,0.0,393.7,253.54
517,0.4937,0.0168,26.8936,0.0,0.0219,0.0,393.74,255.87
518,0.4607,0.02,30.8576,0.0,0.0703,0.0,393.78,258.21
519,0.4835,0.0654,30.1835,0.0,0.0814,0.0,393.81,260.56
520,0.358,0.0431,25.9619,0.0372,0.5074,0.0,393.86,262.9
521,0.3435,0.0066,25.4175,0.1035,0.609,0.0035,393.89,265.26
522,0.5556,0.0723,27.3332,0.0387,0.2445,0.0054,393.93,267.61
523,0.3955,0.0551,26.8455,0.0365,0.3573,0.0023,393.96,269.98
524,0.3718,0.0678,24.6241,0.0359,0.7642,0.002,394.0,272.34
525,0.3976,0.0756,26.8224,0.0347,0.357,0.0,394.04,274.71
526,0.4076,0.0165,23.371,0.1843,0.9554,0.0,394.07,277.08
527,0.2785,0.0055,20.5849,0.4345,2.1575,0.0187,394.12,279.45
528,0.3434,0.0044,23.7653,0.0681,0.8711,0.0172,394.15,281.83
529,0.2551,0.0177,22.7606,0.0413,0.4085,0.0008,394.19,284.22
530,0.1491,0.043,24.3663,0.0,0.3361,0.0163,394.24,286.6
531,0.2628,0.0349,21.5882,0.0,0.37,0.0377,394.27,288.99
532,0.4468,0.0483,25.9986,0.0,0.3229,0.0112,394.31,291.39
533,0.2624,0.0455,24.7754,0.0545,0.4198,0.0296,394.34,293.79
534,0.2631,0.0435,25.7298,0.017,0.2449,0.011,394.38,296.19
535,0.1889,0.0047,25.6046,0.0228,0.1842,0.0,394.42,298.59
536,0.4563,0.0357,26.9931,0.0362,0.1908,0.0059,394.46,301.0
537,0.2464,0.0,24.4637,0.0349,0.3232,0.0116,394.51,303.42
538,0.4971,0.0171,26.7074,0.0111,0.2468,0.0149,394.54,305.84
539,0.2972,0.0288,28.2831,0.0,0.1808,0.0,394.59,308.26
540,0.2588,0.0369,26.9849,0.0418,0.1384,0.0,394.62,310.68
541,0.2228,0.0143,27.5805,0.0,0.2563,0.0,394.66,313.11
542,0.2657,0.0158,23.9761,0.0,0.3283,0.0,394.7,315.55
543,0.3087,0.0615,24.017,0.0,0.2484,0.0,394.73,317.98
544,0.2586,0.0129,26.5161,0.0,0.1579,0.0,394.78,320.43
545,0.3861,0.058,28.0474,0.0,0.1134,0.0,394.81,322.87
546,0.3211,0.0681,27.1052,0.018,0.2864,0.0117,394.85,325.32
547,0.2842,0.0013,23.454,0.0165,0.3045,0.0009,394.9,327.78
548,0.4196,0.0215,26.2458,0.0,0.0804,0.0,394.93,330.23
549,0.3306,0.0317,28.1281,0.0046,0.1099,0.0,394.98,332.7
550,0.426,0.0162,27.315,0.0,0.0717,0.0122,395.01,335.15
551,0.2892,0.0344,23.1583,0.0021,0.4297,0.0016,395.06,337.63
552,0.3599,0.0613,20.576,0.1863,1.4865,0.0244,395.09,340.1
553,0.2561,0.0,18.9134,0.2414,1.7035,0.0286,395.13,342.57
554,0.4851,0.0093,21.1981,0.2497,1.107,0.0168,395.18,345.06
555,0.2683,0.0139,25.3376,0.019,0.3054,0.0068,395.21,347.54
556,0.3108,0.0545,26.8652,0.0,0.3892,0.0125,395.26,350.04
557,0.3486,0.0,25.5832,0.0,0.1728,0.0,395.3,352.53
558,0.4145,0.0203,27.6506,0.0,0.0811,0.004,395.33,355.03
559,0.345,0.0332,27.1654,0.0,0.0457,0.0,395.37,357.53
560,0.3857,0.0617,27.4485,0.0,0.0394,0.005,395.42,360.04
561,0.4668,0.0432,26.572,0.0,0.0423,0.0058,395.45,362.54
562,0.5621,0.0289,29.2148,0.0,0.1216,0.0,395.5,365.06
563,0.4841,0.0472,28.4734,0.0107,0.2224,0.0,395.53,367.58
564,0.575,0.0202,23.4207,0.0327,0.4635,0.0145,395.58,370.1
565,0.2222,0.0552,23.9581,0.0096,0.5934,0.0046,395.62,372.63
566,0.4475,0.0502,28.6794,0.0011,0.096,0.0,395.66,375.16
567,0.449,0.0603,25.0275,0.0,0.0853,0.0,395.7,377.69
568,0.3761,0.033,24.4912,0.052,0.7053,0.0031,395.74,380.23
569,0.1615,0.0067,22.9973,0.0011,0.3576,0.0,395.78,382.78
570,0.3226,0.0026,23.5806,0.1262,0.9744,0.0177,395.82,385.33
571,0.5172,0.0119,23.7712,0.0674,1.0152,0.0177,395.87,387.88
572,0.4987,0.0315,28.0343,0.0174,0.1332,0.0078,395.9,390.43
573,0.8449,0.0321,30.2726,0.0,0.0511,0.0,395.95,393.0
574,0.1234,0.0627,24.292,0.0,0.0495,0.0173,395.99,395.56
575,0.5181,0.0679,26.8874,0.0,0.3722,0.0142,396.03,398.13
576,0.568,0.0648,29.5585,0.0,0.1476,0.0,396.07,400.71
577,0.5016,0.0636,28.9159,0.0,0.0786,0.009,396.11,403.28
578,0.431,0.0686,25.6562,0.0387,0.4697,0.0,396.15,405.87
579,0.3732,0.0344,23.1349,0.1259,0.8653,0.0154,396.2,408.45
580,0.4973,0.0332,23.5037,0.0805,0.7994,0.0082,396.24,411.04
581,0.2838,0.0411,23.3572,0.0225,0.4361,0.0006,396.28,413.64
582,0.4596,0.0474,23.6614,0.0716,0.564,0.0098,396.32,416.24
583,0.4773,0.0299,23.1906,0.1305,0.9268,0.0149,393.78,416.25
584,0.2911,0.0319,21.6169,0.1353,0.6259,0.0102,393.74,413.65
585,0.338,0.0547,21.6082,0.1481,1.1416,0.0122,393.7,411.05
586,0.3765,0.0355,21.2585,0.1119,1.1079,0.041,393.66,408.46
587,0.2896,0.0409,22.9435,0.0929,0.8331,0.0048,393.62,405.87
588,0.3228,0.0636,25.3842,0.0416,0.6043,0.0176,393.58,403.3
589,0.4651,0.0326,28.4958,0.0,0.0398,0.0,393.54,400.71
590,0.3388,0.0065,26.5891,0.0,0.1142,0.0,393.5,398.14
591,0.4252,0.0215,22.2053,0.0306,0.4341,0.022,393.46,395.57
592,0.2518,0.0137,21.6209,0.0708,0.8212,0.0,393.42,393.01
593,0.3872,0.0689,24.6043,0.078,0.7043,0.0067,393.38,390.45
594,0.1543,0.0344,22.7873,0.0292,0.4876,0.0127,393.34,387.89
595,0.3837,0.0435,24.4246,0.1182,0.7005,0.0141,393.3,385.34
596,0.3776,0.0314,24.3356,0.0639,0.8409,0.0142,393.27,382.79
597,0.3065,0.0376,22.5398,0.0473,0.4202,0.0044,393.23,380.25
598,0.5535,0.0492,30.8733,0.0035,0.1069,0.0,393.19,377.71
599,0.3457,0.0095,26.9238,0.0,0.0377,0.0057,393.15,375.17
600,0.0443,0.0,18.4997,0.0,0.0726,0.1508,393.11,372.64
601,0.3318,0.0768,27.9415,0.0,0.1105,0.0036,393.07,370.11
602,0.5434,0.066,27.0236,0.0,0.0364,0.0181,393.03,367.59
603,0.3611,0.0316,27.8374,0.0,0.0172,0.0,392.99,365.07
604,0.7657,0.1031,27.0499,0.038,0.126,0.0,392.96,362.56
605,0.3343,0.0497,28.5535,0.0,0.0885,0.0,392.92,360.05
606,0.1888,0.0177,27.2308,0.0,0.052,0.0,392.88,357.54
607,0.307,0.0,26.8294,0.0,0.173,0.0,392.84,355.04
608,0.3724,0.0761,24.3557,0.0,0.2733,0.0058,392.8,352.54
609,0.4026,0.0461,26.3671,0.0,0.1912,0.0153,392.77,350.05
610,0.4717,0.0767,28.3777,0.0,0.2352,0.0,392.73,347.56
611,0.4934,0.0125,24.6445,0.1811,0.7876,0.0,392.69,345.07
612,0.4955,0.0513,21.9379,0.1338,0.9786,0.0048,392.65,342.59
613,0.2998,0.0,23.2596,0.0488,0.507,0.0024,392.61,340.1
614,0.4735,0.0378,24.5485,0.0076,0.1666,0.0186,392.57,337.64
615,0.3324,0.0335,26.2768,0.0,0.1515,0.0,392.54,335.17
616,0.3479,0.0559,26.6419,0.0026,0.1704,0.0119,392.5,332.7
617,0.4469,0.0581,25.2875,0.0,0.2113,0.003,392.47,330.25
618,0.3037,0.0181,25.7949,0.0176,0.1801,0.0,392.42,327.78
619,0.2589,0.0,22.9688,0.0648,0.5979,0.0,392.39,325.33
620,0.2563,0.0071,23.0595,0.0098,0.3091,0.0046,392.35,322.88
621,0.1597,0.0,23.3048,0.0,0.2462,0.0039,392.31,320.43
622,0.3577,0.0353,23.099,0.054,0.5968,0.0,392.27,317.99
623,0.3419,0.0422,26.7798,0.0167,0.2728,0.0,392.24,315.56
624,0.309,0.007,26.6914,0.0125,0.3888,0.0,392.2,313.13
625,0.2574,0.0474,25.4768,0.0094,0.3231,0.0,392.16,310.69
626,0.2289,0.0167,21.1246,0.1267,1.1749,0.0239,392.12,308.27
627,0.6051,0.0032,19.9982,0.1699,1.5743,0.0103,392.08,305.85
628,0.2127,0.0101,19.3486,0.1762,1.6537,0.0402,392.05,303.43
629,0.2972,0.0451,18.8963,0.2098,1.9761,0.0245,392.02,301.02
630,0.349,0.0341,22.3018,0.1249,1.0867,0.0135,391.99,298.61
631,0.1943,0.0326,23.7863,0.1044,0.7501,0.0128,391.95,296.2
632,0.2912,0.0485,24.3655,0.0757,0.5788,0.0,391.9,293.8
633,0.4897,0.0034,24.2657,0.0868,0.6398,0.0132,391.86,291.4
634,0.1838,0.0,22.7458,0.1259,0.8851,0.0072,391.83,289.01
635,0.3978,0.0423,22.1392,0.1424,1.1543,0.0113,391.79,286.62
636,0.5183,0.0637,24.67,0.1046,0.8642,0.0166,391.75,284.23
637,0.2235,0.0128,25.79,0.0583,0.4394,0.0091,391.72,281.84
638,0.4388,0.0157,26.5956,0.067,0.2957,0.0261,391.69,279.46
639,0.2996,0.0399,22.2964,0.1473,1.066,0.0088,391.65,277.09
640,0.3137,0.054,23.3131,0.0487,0.6024,0.0095,391.61,274.72
641,0.1756,0.0621,24.4592,0.0921,0.8884,0.031,391.57,272.35
642,0.2095,0.0236,21.7113,0.1983,1.8404,0.011,391.54,269.99
643,0.3192,0.0363,20.0663,0.2252,1.7901,0.0186,391.5,267.63
644,0.3445,0.0562,22.4743,0.0931,0.4421,0.0168,391.47,265.27
645,0.3606,0.0531,21.4482,0.1399,1.4251,0.0214,391.43,262.92
646,0.3254,0.0255,26.6864,0.0461,0.5472,0.0013,391.4,260.56
647,0.5552,0.0444,30.4577,0.0038,0.1196,0.0,391.36,258.23
648,0.3849,0.0296,26.604,0.0,0.179,0.0,391.32,255.89
649,0.3514,0.0096,29.0136,0.0,0.1864,0.0,391.29,253.55
650,0.4134,0.073,30.6042,0.0,0.1072,0.0,391.25,251.21
651,0.5636,0.0483,26.5572,0.0,0.0343,0.0163,391.22,248.88
652,0.4931,0.0088,29.5438,0.0,0.0295,0.0,391.18,246.55
653,0.3752,0.0129,27.754,0.0,0.019,0.0,391.15,244.23
654,0.5233,0.076,26.6813,0.0,0.0356,0.0009,391.11,241.92
655,0.7655,0.0522,31.0596,0.0,0.0483,0.0,391.08,239.59
656,0.5481,0.059,29.5001,0.0,0.0464,0.0,391.04,237.28
657,0.4928,0.055,29.1059,0.0,0.0515,0.0,391.01,234.98
658,0.4658,0.0615,29.826,0.0,0.0485,0.0,390.97,232.67
659,0.2221,0.0218,27.5364,0.0,0.1142,0.0089,390.93,230.37
660,0.3427,0.0169,27.4072,0.0,0.0735,0.0084,390.9,228.08
661,0.5826,0.0393,27.9482,0.0,0.0494,0.0,390.87,225.78
662,0.2972,0.0239,27.3886,0.0,0.0703,0.0,390.83,223.49
663,0.5405,0.0979,26.536,0.0,0.0494,0.0031,390.8,221.21
664,0.253,0.0526,26.3114,0.0,0.1096,0.0,390.76,218.92
665,0.3575,0.0351,29.1298,0.0157,0.1151,0.0,390.73,216.64
666,0.2983,0.0534,26.4365,0.0089,0.0817,0.0,390.69,214.37
667,0.4006,0.0277,26.7634,0.0,0.0505,0.0,390.66,212.1
668,0.4046,0.0118,28.6683,0.0,0.0271,0.0,390.62,209.82
669,0.2945,0.0177,28.8586,0.0097,0.036,0.0,390.59,207.56
670,0.4193,0.05,29.3243,0.0,0.0245,0.0,390.55,205.3
671,0.3564,0.0635,26.9217,0.0,0.0028,0.0,390.52,203.04
672,0.2477,0.0319,28.2427,0.0,0.0,0.0,390.48,200.79
673,0.3356,0.0613,29.4396,0.0082,0.0263,0.0014,390.45,198.54
674,0.5452,0.1024,31.6039,0.0,0.0346,0.0038,390.41,196.29
675,0.5152,0.0227,30.0191,0.0,0.0528,0.0,390.38,194.05
676,0.5338,0.0448,26.7295,0.0015,0.0173,0.0,390.35,191.81
677,0.8504,0.0823,34.8397,0.0,0.0228,0.0,390.31,189.57
678,0.3411,0.0869,28.3135,0.0,0.0196,0.0162,390.28,187.34
679,0.3394,0.0452,30.1416,0.0,0.0355,0.0,387.92,187.35
680,0.4483,0.0177,29.3069,0.0,0.0491,0.0,387.95,189.58
681,0.4754,0.0651,28.8381,0.0,0.0165,0.0019,387.99,191.82
682,0.4313,0.0661,28.775,0.0,0.0268,0.0,388.02,194.06
683,0.5159,0.0339,28.9152,0.0,0.0263,0.0,388.05,196.3
684,0.7451,0.0591,32.4764,0.0,0.0305,0.0,388.08,198.55
685,0.0896,0.0209,24.0242,0.0023,0.0228,0.0301,388.12,200.8
686,0.4147,0.0591,26.9298,0.0053,0.0062,0.0061,388.15,203.05
687,0.3804,0.0701,29.6611,0.0,0.0225,0.0,388.18,205.31
688,0.4261,0.0727,31.1429,0.0,0.055,0.0,388.21,207.57
689,0.6007,0.0714,26.7697,0.0,0.0245,0.0,388.25,209.84
690,0.6224,0.0642,28.8343,0.0,0.0581,0.0033,388.28,212.1
691,0.6122,0.0937,33.2468,0.0,0.0566,0.0,388.31,214.38
692,0.3026,0.0588,28.5644,0.0,0.0722,0.0,388.35,216.65
693,0.3285,0.0286,26.2985,0.0,0.1051,0.0016,388.38,218.94
694,0.4111,0.0399,27.7761,0.0,0.0429,0.0009,388.41,221.22
695,0.3662,0.0292,28.7963,0.0,0.0165,0.0,388.44,223.51
696,0.5802,0.0272,26.4288,0.0138,0.037,0.0,388.48,225.79
697,0.4047,0.032,27.596,0.0,0.0683,0.005,388.51,228.09
698,0.2301,0.0237,29.3748,0.0,0.0529,0.0,388.54,230.39
699,0.3591,0.0767,26.5713,0.0,0.0399,0.0043,388.58,232.69
700,0.2773,0.0261,25.9767,0.0,0.068,0.0004,388.61,234.99
701,0.3981,0.0514,29.4304,0.0,0.0411,0.0,388.64,237.3
702,0.5227,0.0206,29.9672,0.0,0.014,0.0,388.68,239.61
703,0.2588,0.0365,28.4733,0.0,0.0396,0.0,388.71,241.93
704,0.3045,0.0516,26.9039,0.0,0.0126,0.0,388.75,244.24
705,0.4791,0.0629,26.6266,0.0017,0.0526,0.0078,388.78,246.57
706,0.4142,0.0238,29.4824,0.0,0.0849,0.0,388.81,248.9
707,0.4711,0.0364,28.7934,0.0,0.0329,0.0,388.85,251.22
708,0.5701,0.0379,26.3369,0.0,0.1153,0.003,388.88,253.56
709,0.2658,0.0493,21.9047,0.0,0.3727,0.0,388.91,255.9
710,0.4701,0.0644,25.9489,0.0277,0.5459,0.0,388.95,258.23
711,0.1669,0.111,22.8469,0.0948,1.5726,0.0437,388.98,260.58
712,0.1912,0.0199,13.3786,0.3571,3.5838,0.0323,389.02,262.92
713,0.2599,0.0071,23.1854,0.1408,0.7106,0.0066,389.04,265.29
714,0.221,0.0093,23.4614,0.1518,1.0609,0.0,389.09,267.64
715,0.2084,0.0398,17.9089,0.6989,0.818,0.1115,389.11,270.0
716,0.2786,0.0,17.9887,0.7684,0.8159,0.1299,389.15,272.37
717,0.4394,0.0,24.3399,0.1193,0.7934,0.0177,389.19,274.73
718,0.2994,0.0256,24.8384,0.0742,0.5528,0.0229,389.21,277.11
719,0.3098,0.0063,27.8495,0.0151,0.2458,0.0026,389.25,279.48
720,0.4773,0.0666,24.5681,0.0408,0.7274,0.0104,389.29,281.86
721,0.2949,0.0087,22.5905,0.0846,0.9275,0.0057,389.31,284.24
722,0.413,0.0459,21.176,0.1291,1.2732,0.0391,389.36,286.62
723,0.4223,0.0073,19.0751,0.1962,1.5674,0.0195,389.4,289.02
724,0.2825,0.0348,22.4132,0.102,0.897,0.0083,389.43,291.41
725,0.3487,0.0479,21.5532,0.1123,1.1561,0.0,389.46,293.81
726,0.2988,0.0235,21.562,0.0881,1.1231,0.0177,389.49,296.21
